,Clock (daily weight),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
34371,0.03804934772531276,1,08:00:00,2022,Sunday,4,5496,1421,2.3989601386481803,0.0,77.24
34373,0.03837098181558085,1,10:00:00,2022,Sunday,891,6047,1323,2.6935115748288228,0.0,77.24
34374,0.03947795864042092,1,11:00:00,2022,Sunday,1263,6481,1450,3.1979130434782608,0.0,77.24
34375,0.037034117012276456,1,12:00:00,2022,Sunday,1448,6988,1623,3.826169646253328,0.0,77.24
34376,0.030845908975264118,1,13:00:00,2022,Sunday,1137,7274,1455,3.602044541803578,0.0,77.24
34378,0.03160890010690613,1,15:00:00,2022,Sunday,447,8062,1409,4.576834333179511,0.0,77.24
34380,0.049916953702350886,1,17:00:00,2022,Sunday,0,8803,1591,3.357235142118863,0.0,77.24
34382,0.062358284008492824,1,19:00:00,2022,Sunday,0,8865,1655,3.554054054054054,0.0,77.24
34383,0.06048303928160857,1,20:00:00,2022,Sunday,0,8468,1713,3.7693446871529055,0.0,77.24
34384,0.05622309257976644,1,21:00:00,2022,Sunday,0,8207,1719,4.260085836909871,0.0,77.24
34385,0.056377114538486366,1,22:00:00,2022,Sunday,0,7645,1570,3.256183745583039,0.0,77.24
34386,0.04868904674072336,1,23:00:00,2022,Sunday,0,7492,1426,3.796509152830992,0.0,77.24
34387,0.02990355744733746,1,00:00:00,2022,Monday,0,7277,1546,4.888088642659279,0.0,78.25
34388,0.027689341705740122,1,01:00:00,2022,Monday,0,6818,1557,4.569012547735952,0.0,78.25
34389,0.02661726931894006,1,02:00:00,2022,Monday,0,6807,1422,4.737478411053541,0.0,78.25
34390,0.02566560623921564,1,03:00:00,2022,Monday,0,6024,1428,3.1245283018867926,0.0,78.25
34391,0.026092945179098947,1,04:00:00,2022,Monday,0,6462,1382,3.745940783190067,0.0,78.25
34392,0.02999685116909618,1,05:00:00,2022,Monday,0,7254,1553,4.248432223830198,0.0,78.25
34393,0.0422594383630697,1,06:00:00,2022,Monday,0,8824,1561,5.234375,0.0,78.25
34395,0.05347971990808487,1,08:00:00,2022,Monday,2,9174,1512,2.366172238211202,0.0,78.25
34396,0.050280181517366004,1,09:00:00,2022,Monday,205,9027,1520,2.189816700610998,0.0,78.25
34399,0.04212154487288748,1,12:00:00,2022,Monday,1278,9192,1407,2.4493710043307897,0.0,78.25
34400,0.0407180448615949,1,13:00:00,2022,Monday,1077,9011,1408,2.198087954110899,0.0,78.25
34401,0.04030765316253468,1,14:00:00,2022,Monday,804,8803,1411,2.0800453086652824,0.0,78.25
34402,0.04212328993530886,1,15:00:00,2022,Monday,399,8401,1415,1.7093373493975903,0.0,78.25
34403,0.04426501846863323,1,16:00:00,2022,Monday,41,8271,1415,1.602471169686985,0.0,78.25
34404,0.05024108540734841,1,17:00:00,2022,Monday,0,7998,1411,1.3507034165948897,0.0,78.25
34405,0.054126500447457496,1,18:00:00,2022,Monday,0,8009,1363,1.321116436425148,0.0,78.25
34406,0.05613553711897108,1,19:00:00,2022,Monday,0,7837,1364,1.2829057445621863,0.0,78.25
34407,0.05129151230834475,1,20:00:00,2022,Monday,0,7311,1318,1.239442688882505,0.0,78.25
34409,0.04230668928401801,1,22:00:00,2022,Monday,0,6279,1369,1.219582203795248,0.0,78.25
34410,0.03627588779127819,1,23:00:00,2022,Monday,0,5902,1360,1.2535819092007596,0.0,78.25
34411,0.03319609576012188,1,00:00:00,2022,Tuesday,0,5353,1307,1.2310536044362292,0.0,79.39
34413,0.030093805531739733,1,02:00:00,2022,Tuesday,0,4864,1079,1.1446456086286594,0.0,79.39
34415,0.029757590477680545,1,04:00:00,2022,Tuesday,0,4160,735,0.7398730350665055,0.0,79.39
34416,0.03289765072134374,1,05:00:00,2022,Tuesday,0,3925,626,0.6058306709265175,0.0,79.39
34417,0.041431262629450696,1,06:00:00,2022,Tuesday,0,3635,711,0.4873289975330792,0.0,79.39
34418,0.04992544251125043,1,07:00:00,2022,Tuesday,0,3401,837,0.4045437189767086,0.0,79.39
34419,0.05237247674545131,1,08:00:00,2022,Tuesday,2,3219,823,0.3479907064796489,0.0,79.39
34421,0.045847486633602205,1,10:00:00,2022,Tuesday,251,2919,854,0.3271012843440091,0.0,79.39
34423,0.04174596930552413,1,12:00:00,2022,Tuesday,580,2970,1068,0.3762731198565958,0.0,79.39
34425,0.04004873016328737,1,14:00:00,2022,Tuesday,436,3178,1465,0.4446681842059184,0.0,79.39
34426,0.04140838553650221,1,15:00:00,2022,Tuesday,177,3334,1518,0.4462685242701216,0.0,79.39
34428,0.04921507944559353,1,17:00:00,2022,Tuesday,0,3789,1441,0.4576478823941197,0.0,79.39
34429,0.05249598697661195,1,18:00:00,2022,Tuesday,0,3848,1487,0.4584908903403231,0.0,79.39
34430,0.05351923176505864,1,19:00:00,2022,Tuesday,0,3841,1502,0.4717464241568073,0.0,79.39
34431,0.049489017968848505,1,20:00:00,2022,Tuesday,0,3912,1667,0.5313333333333333,0.0,79.39
34432,0.04390554080910021,1,21:00:00,2022,Tuesday,0,3835,1764,0.5710351861295258,0.0,79.39
34434,0.034832948501741054,1,23:00:00,2022,Tuesday,0,3796,1794,0.6878306878306878,0.0,79.39
34435,0.03366889782704881,1,00:00:00,2022,Wednesday,0,3928,1804,0.8043783328655627,0.0,80.6
34437,0.03067864453394016,1,02:00:00,2022,Wednesday,0,4895,1678,1.267695274831244,0.0,80.6
34438,0.029853386109053998,1,03:00:00,2022,Wednesday,0,5638,1605,1.551295780681088,0.0,80.6
34439,0.030806564527522437,1,04:00:00,2022,Wednesday,0,6085,1535,1.6348423085174857,0.0,80.6
34440,0.033733483268996424,1,05:00:00,2022,Wednesday,0,6491,1533,1.6734098018769552,0.0,80.6
34441,0.04198004349345618,1,06:00:00,2022,Wednesday,0,7205,1525,1.6872825666795517,0.0,80.6
34442,0.050392577111544816,1,07:00:00,2022,Wednesday,0,7496,1460,1.425660617637695,0.0,80.6
34444,0.04956330267039077,1,09:00:00,2022,Wednesday,200,8202,1466,1.4111254111254112,0.0,80.6
34446,0.04395691104224411,1,11:00:00,2022,Wednesday,1208,8891,1461,1.9808087731322823,0.0,80.6
34447,0.04129300844815107,1,12:00:00,2022,Wednesday,1539,8963,1470,2.1264653641207816,0.0,80.6
34448,0.03994599709009995,1,13:00:00,2022,Wednesday,1433,9276,1469,2.2381915089138027,0.0,80.6
34449,0.04023472232522865,1,14:00:00,2022,Wednesday,1031,9422,1313,2.176470588235294,0.0,80.6
34450,0.04147336708037889,1,15:00:00,2022,Wednesday,477,9182,1303,1.8254787676935889,0.0,80.6
34451,0.0431480129459247,1,16:00:00,2022,Wednesday,65,9142,1286,1.6359526036794512,0.0,80.6
34452,0.04867487428470059,1,17:00:00,2022,Wednesday,0,8460,1249,1.244903192717015,0.0,80.6
34453,0.05142377158374203,1,18:00:00,2022,Wednesday,0,8354,1260,1.237482301454499,0.0,80.6
34454,0.05229942772097364,1,19:00:00,2022,Wednesday,0,8247,1227,1.1789447486311595,0.0,80.6
34455,0.04810252613019338,1,20:00:00,2022,Wednesday,0,7886,1272,1.2286020928360613,0.0,80.6
34456,0.04286379749955585,1,21:00:00,2022,Wednesday,0,7300,1266,1.2157252341754188,0.0,80.6
34457,0.0400306296952209,1,22:00:00,2022,Wednesday,0,6813,1309,1.2195195195195194,0.0,80.6
34458,0.03500079974684613,1,23:00:00,2022,Wednesday,0,6502,1327,1.300066423115244,0.0,80.6
34459,0.034190979394810486,1,00:00:00,2022,Thursday,0,6213,1353,1.3723925267549428,0.0,81.99
34460,0.03245612351263671,1,01:00:00,2022,Thursday,0,5694,1337,1.227264793157619,0.0,81.99
34461,0.031001416847763398,1,02:00:00,2022,Thursday,0,5124,1493,1.1649647887323944,0.0,81.99
34462,0.030381469019192635,1,03:00:00,2022,Thursday,0,4503,1634,0.979100191448628,0.0,81.99
34464,0.03423229816073938,1,05:00:00,2022,Thursday,0,3889,1197,0.6622395833333333,0.0,81.99
34465,0.0422811405350035,1,06:00:00,2022,Thursday,0,3697,948,0.5270622943379099,0.0,81.99
34467,0.05272044983826963,1,08:00:00,2022,Thursday,2,2714,503,0.2645463510848126,0.0,81.99
34468,0.04904011882505265,1,09:00:00,2022,Thursday,394,2419,288,0.2444041614123581,0.0,81.99
34469,0.0452440486921363,1,10:00:00,2022,Thursday,1308,1923,200,0.275582329317269,0.0,81.99
34471,0.041332239439520586,1,12:00:00,2022,Thursday,2722,1305,194,0.3558421851289833,0.0,81.99
34472,0.03964242833115335,1,13:00:00,2022,Thursday,2709,1135,315,0.355227195080287,0.0,81.99
34473,0.039533675476224564,1,14:00:00,2022,Thursday,2060,1020,425,0.2927664550618108,0.0,81.99
34474,0.041010505312871384,1,15:00:00,2022,Thursday,1072,881,509,0.1924189136381399,0.0,81.99
34476,0.04861189406254324,1,17:00:00,2022,Thursday,0,1617,960,0.1923564977233709,0.0,81.99
34477,0.051314148007878244,1,18:00:00,2022,Thursday,0,2328,1121,0.2661881608397005,0.0,81.99
34478,0.052610366266241694,1,19:00:00,2022,Thursday,0,2982,1295,0.3561199000832639,0.0,81.99
34480,0.04283521786716589,1,21:00:00,2022,Thursday,0,3954,1637,0.585322445561139,0.0,81.99
34482,0.03494363298609491,1,23:00:00,2022,Thursday,0,4411,1512,0.7123271196632591,0.0,81.99
34483,0.034830659785186215,1,00:00:00,2022,Friday,0,4603,1515,0.8780137772675086,0.0,82.28
34486,0.03047869298367973,1,03:00:00,2022,Friday,0,5509,1515,1.3212942061700528,0.0,82.28
34487,0.03144029850746268,1,04:00:00,2022,Friday,0,5741,1520,1.358465855940131,0.0,82.28
34488,0.03444326265866927,1,05:00:00,2022,Friday,0,5817,1557,1.3339363241678726,0.0,82.28
34489,0.04258930813223601,1,06:00:00,2022,Friday,0,6232,1587,1.297113470471135,0.0,82.28
34490,0.0505469033337983,1,07:00:00,2022,Friday,0,6607,1631,1.1897746967071057,0.0,82.28
34491,0.05310866229599665,1,08:00:00,2022,Friday,3,6804,1619,1.078320962375224,0.0,82.28
34492,0.049313363091086616,1,09:00:00,2022,Friday,225,6581,1662,1.0295440729483285,0.0,82.28
34493,0.04600174361835681,1,10:00:00,2022,Friday,590,6323,1710,1.023380014241633,0.0,82.28
34494,0.0440276886595062,1,11:00:00,2022,Friday,882,6135,1709,1.0142973381378588,0.0,82.28
34495,0.04161295159715441,1,12:00:00,2022,Friday,1054,5830,1728,0.9556147359076786,0.0,82.28
34498,0.03967718649741944,1,15:00:00,2022,Friday,273,4858,1638,0.6701316701316701,0.0,82.28
34499,0.04207623099455991,1,16:00:00,2022,Friday,35,4781,1534,0.6166245872985046,0.0,82.28
34500,0.04810109499232808,1,17:00:00,2022,Friday,0,4821,1432,0.5821618098873476,0.0,82.28
34501,0.050520016738736226,1,18:00:00,2022,Friday,0,4801,1170,0.5282668318145625,0.0,82.28
34502,0.05106053842934858,1,19:00:00,2022,Friday,0,4653,1145,0.5261820491877666,0.0,82.28
34503,0.047664667317617516,1,20:00:00,2022,Friday,0,4527,1019,0.5358971881341192,0.0,82.28
34504,0.04341860789510391,1,21:00:00,2022,Friday,0,4414,996,0.5580771611305962,0.0,82.28
34505,0.04120072534523643,1,22:00:00,2022,Friday,0,4204,926,0.5381871590432228,0.0,82.28
34506,0.03682236016180778,1,23:00:00,2022,Friday,0,3965,965,0.5443303522137574,0.0,82.28
34507,0.04228428907262505,1,00:00:00,2022,Saturday,0,3737,859,0.5500239348970799,0.0,82.28
34508,0.03898455736953149,1,01:00:00,2022,Saturday,0,3552,965,0.5747550578954065,0.0,82.28
34511,0.03591209310379721,1,04:00:00,2022,Saturday,0,3285,796,0.5343021733438073,0.0,82.28
34512,0.03613940180998478,1,05:00:00,2022,Saturday,0,3227,856,0.5319176654507556,0.0,82.28
34513,0.03776064772911669,1,06:00:00,2022,Saturday,0,3202,1018,0.549407629214946,0.0,82.28
34514,0.04213464830126773,1,07:00:00,2022,Saturday,0,3207,960,0.500180050414116,0.0,82.28
34515,0.04560131241476956,1,08:00:00,2022,Saturday,2,3374,967,0.4972521181589192,0.0,82.28
34516,0.04663707746703818,1,09:00:00,2022,Saturday,139,3610,1083,0.5210827132535317,0.0,82.28
34517,0.04359259346688037,1,10:00:00,2022,Saturday,477,3424,1064,0.5043169121381412,0.0,82.28
34518,0.04157566202216268,1,11:00:00,2022,Saturday,901,3466,1331,0.6167334127070029,0.0,82.28
34519,0.038935860152156526,1,12:00:00,2022,Saturday,1212,3488,1565,0.6946446390952433,0.0,82.28
34520,0.03526442011271012,1,13:00:00,2022,Saturday,1207,3849,1721,0.8213549872742698,0.0,82.28
34521,0.03415614572914674,1,14:00:00,2022,Saturday,1002,4304,1764,0.9198542805100182,0.0,82.28
34522,0.035934667152868485,1,15:00:00,2022,Saturday,538,4523,1788,0.8660849772382397,0.0,82.28
34523,0.04022579991782551,1,16:00:00,2022,Saturday,71,5135,1788,0.8900483583609061,0.0,82.28
34524,0.04753512843932352,1,17:00:00,2022,Saturday,0,5791,1781,0.916485112563544,0.0,82.28
34526,0.05340240029409818,1,19:00:00,2022,Saturday,0,7217,1500,1.2747879496928929,0.0,82.28
34527,0.04977305445950134,1,20:00:00,2022,Saturday,0,7555,1554,1.6193777777777778,0.0,82.28
34528,0.045095521655322414,1,21:00:00,2022,Saturday,0,7792,1535,2.027608695652174,0.0,82.28
34529,0.04394176902299021,1,22:00:00,2022,Saturday,0,7769,1482,2.0681868991728147,0.0,82.28
34530,0.038330776591858386,1,23:00:00,2022,Saturday,0,7776,1457,2.5247470604320483,0.0,82.28
34531,0.04191632437475181,1,00:00:00,2022,Sunday,0,7621,1389,2.8315524827152734,0.0,82.28
34533,0.03664099786014825,1,02:00:00,2022,Sunday,0,6949,1059,2.355987055016181,0.0,82.28
34534,0.03463647201557741,1,03:00:00,2022,Sunday,0,6700,1233,2.3851473241130488,0.0,82.28
34535,0.03353497108455091,1,04:00:00,2022,Sunday,0,6486,1098,2.1219921656407386,0.0,82.28
34536,0.03313687360430421,1,05:00:00,2022,Sunday,0,6077,1178,1.822406430545089,0.0,82.28
34537,0.032408529946246246,1,06:00:00,2022,Sunday,0,6180,1243,2.048289183222958,0.0,82.28
34538,0.03505149498579334,1,07:00:00,2022,Sunday,0,6192,1350,2.0439024390243903,0.0,82.28
34539,0.03804934772531276,1,08:00:00,2022,Sunday,2,6045,1355,1.67163504968383,0.0,82.28
34540,0.03962884440541126,1,09:00:00,2022,Sunday,117,5767,1459,1.3297718218036942,0.0,82.28
34541,0.03837098181558085,1,10:00:00,2022,Sunday,450,5438,1438,1.1423670668953687,0.0,82.28
34542,0.03947795864042092,1,11:00:00,2022,Sunday,839,5119,1527,1.1000881834215168,0.0,82.28
34543,0.037034117012276456,1,12:00:00,2022,Sunday,1123,4699,1383,0.9592597523632006,0.0,82.28
34544,0.030845908975264118,1,13:00:00,2022,Sunday,1155,4479,1252,0.918500733626784,0.0,82.28
34545,0.027841286039757,1,14:00:00,2022,Sunday,895,4037,1214,0.7845289762573397,0.0,82.28
34546,0.03160890010690613,1,15:00:00,2022,Sunday,522,3637,1119,0.632398753894081,0.0,82.28
34547,0.03825434527735176,1,16:00:00,2022,Sunday,106,3382,1176,0.5280199252801993,0.0,82.28
34548,0.049916953702350886,1,17:00:00,2022,Sunday,0,3197,1026,0.4181602138825626,0.0,82.28
34549,0.0593644635180543,1,18:00:00,2022,Sunday,0,3017,858,0.3475024661465339,0.0,82.28
34551,0.06048303928160857,1,20:00:00,2022,Sunday,0,2704,710,0.3163454410674574,0.0,82.28
34552,0.05622309257976644,1,21:00:00,2022,Sunday,0,2597,601,0.3075887275175531,0.0,82.28
34553,0.056377114538486366,1,22:00:00,2022,Sunday,0,2292,498,0.2601641178664677,0.0,82.28
34555,0.02990355744733746,1,00:00:00,2022,Monday,0,1808,365,0.2201844158476036,0.0,81.56
34556,0.027689341705740122,1,01:00:00,2022,Monday,0,1540,313,0.1929002706641682,0.0,81.56
34557,0.02661726931894006,1,02:00:00,2022,Monday,0,1345,253,0.1648442335465236,0.0,81.56
34559,0.026092945179098947,1,04:00:00,2022,Monday,0,973,159,0.1089928750240708,0.0,81.56
34560,0.02999685116909618,1,05:00:00,2022,Monday,0,832,188,0.091406039967739,0.0,81.56
34561,0.0422594383630697,1,06:00:00,2022,Monday,0,724,168,0.0686365035395506,0.0,81.56
34562,0.05096048739056487,1,07:00:00,2022,Monday,0,667,169,0.0557259032129049,0.0,81.56
34563,0.05347971990808487,1,08:00:00,2022,Monday,2,579,217,0.0492653414001728,0.0,81.56
34564,0.050280181517366004,1,09:00:00,2022,Monday,177,538,215,0.0572519083969465,0.0,81.56
34566,0.0445884255177659,1,11:00:00,2022,Monday,1171,297,212,0.1079136690647482,0.0,81.56
34567,0.04212154487288748,1,12:00:00,2022,Monday,1448,240,187,0.1193811282312492,0.0,81.56
34568,0.0407180448615949,1,13:00:00,2022,Monday,1428,174,213,0.1146629603891591,0.0,81.56
34570,0.04212328993530886,1,15:00:00,2022,Monday,613,193,193,0.0623556581986143,0.0,81.56
34571,0.04426501846863323,1,16:00:00,2022,Monday,121,212,224,0.0342432066887987,0.0,81.56
34572,0.05024108540734841,1,17:00:00,2022,Monday,0,298,227,0.0314597315436241,0.0,81.56
34574,0.05613553711897108,1,19:00:00,2022,Monday,0,479,269,0.0457380457380457,0.0,81.56
34575,0.05129151230834475,1,20:00:00,2022,Monday,0,488,324,0.0514934364893144,0.0,81.56
34576,0.045836010913486144,1,21:00:00,2022,Monday,0,471,362,0.0563981042654028,0.0,81.56
34577,0.04230668928401801,1,22:00:00,2022,Monday,0,508,337,0.0601980480159578,0.0,81.56
34579,0.03319609576012188,1,00:00:00,2022,Tuesday,0,582,416,0.0818301082322072,0.0,84.98
34580,0.03156882402324182,1,01:00:00,2022,Tuesday,0,610,481,0.0944506969093584,0.0,84.98
34581,0.030093805531739733,1,02:00:00,2022,Tuesday,0,545,517,0.0935517970401691,0.0,84.98
34583,0.029757590477680545,1,04:00:00,2022,Tuesday,0,557,652,0.1043951299542353,0.0,84.98
34584,0.03289765072134374,1,05:00:00,2022,Tuesday,0,574,765,0.1129671813043111,0.0,84.98
34585,0.041431262629450696,1,06:00:00,2022,Tuesday,0,667,873,0.1184797661178642,0.0,84.98
34586,0.04992544251125043,1,07:00:00,2022,Tuesday,0,787,963,0.1188858695652173,0.0,84.98
34587,0.05237247674545131,1,08:00:00,2022,Tuesday,2,890,1110,0.1305850890352879,0.0,84.98
34588,0.0492665040220504,1,09:00:00,2022,Tuesday,298,924,1144,0.155996571503923,0.0,84.98
34590,0.0439867186417707,1,11:00:00,2022,Tuesday,1707,983,1234,0.2848638838475499,0.0,84.98
34591,0.04174596930552413,1,12:00:00,2022,Tuesday,2108,1019,1231,0.3211732625838308,0.0,84.98
34592,0.0403786230577568,1,13:00:00,2022,Tuesday,2008,960,1174,0.3043797766019988,0.0,84.98
34593,0.04004873016328737,1,14:00:00,2022,Tuesday,1553,929,1116,0.2620157296824934,0.0,84.98
34594,0.04140838553650221,1,15:00:00,2022,Tuesday,778,1010,1040,0.1960213488597768,0.0,84.98
34596,0.04921507944559353,1,17:00:00,2022,Tuesday,0,1271,923,0.1435394177298004,0.0,84.98
34598,0.05351923176505864,1,19:00:00,2022,Tuesday,0,1445,674,0.1383610839046686,0.0,84.98
34599,0.049489017968848505,1,20:00:00,2022,Tuesday,0,1500,658,0.1470929043691636,0.0,84.98
34600,0.04390554080910021,1,21:00:00,2022,Tuesday,0,1452,527,0.1430223314302233,0.0,84.98
34601,0.040318562541654154,1,22:00:00,2022,Tuesday,0,1397,352,0.1304347826086956,0.0,84.98
34602,0.034832948501741054,1,23:00:00,2022,Tuesday,0,1410,214,0.1286336633663366,0.0,84.98
34603,0.03366889782704881,1,00:00:00,2022,Wednesday,0,1372,187,0.1305695142378559,0.0,85.83
34604,0.031861953851825386,1,01:00:00,2022,Wednesday,0,1323,117,0.1261166579085654,0.0,85.83
34605,0.03067864453394016,1,02:00:00,2022,Wednesday,0,1192,226,0.1274835925559651,0.0,85.83
34606,0.029853386109053998,1,03:00:00,2022,Wednesday,0,1139,199,0.1192088382038489,0.0,85.83
34607,0.030806564527522437,1,04:00:00,2022,Wednesday,0,1054,229,0.1120328326929794,0.0,85.83
34608,0.033733483268996424,1,05:00:00,2022,Wednesday,0,947,228,0.0973487986743993,0.0,85.83
34609,0.04198004349345618,1,06:00:00,2022,Wednesday,0,860,274,0.083511304219751,0.0,85.83
34610,0.050392577111544816,1,07:00:00,2022,Wednesday,0,819,267,0.0711245006221756,0.0,85.83
34613,0.04587455881016366,1,10:00:00,2022,Wednesday,901,775,397,0.1346541084767781,0.0,85.83
34614,0.04395691104224411,1,11:00:00,2022,Wednesday,1520,810,485,0.1917313717477183,0.0,85.83
34615,0.04129300844815107,1,12:00:00,2022,Wednesday,2055,903,513,0.2463973876623837,0.0,85.83
34616,0.03994599709009995,1,13:00:00,2022,Wednesday,2089,1014,513,0.2586367212645734,0.0,85.83
34617,0.04023472232522865,1,14:00:00,2022,Wednesday,1535,1147,687,0.241869480939048,0.0,85.83
34619,0.0431480129459247,1,16:00:00,2022,Wednesday,171,1486,822,0.171604596428077,0.0,85.83
34620,0.04867487428470059,1,17:00:00,2022,Wednesday,0,1825,875,0.1821493624772313,0.0,85.83
34621,0.05142377158374203,1,18:00:00,2022,Wednesday,0,1994,897,0.1946408133037097,0.0,85.83
34623,0.04810252613019338,1,20:00:00,2022,Wednesday,0,2333,1094,0.2549471804790953,0.0,85.83
34624,0.04286379749955585,1,21:00:00,2022,Wednesday,0,2640,1168,0.3121311475409836,0.0,85.83
34625,0.0400306296952209,1,22:00:00,2022,Wednesday,0,2781,1107,0.3412322274881517,0.0,85.83
34626,0.03500079974684613,1,23:00:00,2022,Wednesday,0,2935,1078,0.384976976208749,0.0,85.83
34627,0.034190979394810486,1,00:00:00,2022,Thursday,0,3032,1222,0.4550219274788747,0.0,85.8
34628,0.03245612351263671,1,01:00:00,2022,Thursday,0,3285,1256,0.5385436432637571,0.0,85.8
34629,0.031001416847763398,1,02:00:00,2022,Thursday,0,3516,1355,0.6268983268983269,0.0,85.8
34630,0.030381469019192635,1,03:00:00,2022,Thursday,0,3757,1360,0.673200894619129,0.0,85.8
34631,0.031135420059648727,1,04:00:00,2022,Thursday,0,3971,1332,0.7036889596602972,0.0,85.8
34632,0.03423229816073938,1,05:00:00,2022,Thursday,0,4089,1377,0.6758995919376778,0.0,85.8
34633,0.0422811405350035,1,06:00:00,2022,Thursday,0,4333,1331,0.5963988627987785,0.0,85.8
34634,0.05033187918113392,1,07:00:00,2022,Thursday,0,4370,1296,0.5049010871502406,0.0,85.8
34636,0.04904011882505265,1,09:00:00,2022,Thursday,253,4197,1326,0.4774342866589519,0.0,85.8
34637,0.0452440486921363,1,10:00:00,2022,Thursday,860,4106,1363,0.547965367965368,0.0,85.8
34638,0.04352439625282041,1,11:00:00,2022,Thursday,1454,4223,1451,0.653585182468366,0.0,85.8
34639,0.041332239439520586,1,12:00:00,2022,Thursday,1880,4497,1398,0.7509175197991115,0.0,85.8
34640,0.03964242833115335,1,13:00:00,2022,Thursday,1991,4520,1298,0.7647634903535403,0.0,85.8
34641,0.039533675476224564,1,14:00:00,2022,Thursday,1690,4591,1296,0.7552830940988836,0.0,85.8
34643,0.04335140302992972,1,16:00:00,2022,Thursday,247,4661,1231,0.5474895210915901,0.0,85.8
34644,0.04861189406254324,1,17:00:00,2022,Thursday,1,4613,1228,0.4919993262590534,0.0,85.8
34645,0.051314148007878244,1,18:00:00,2022,Thursday,0,4621,1210,0.4820601851851852,0.0,85.8
34646,0.052610366266241694,1,19:00:00,2022,Thursday,0,4732,1215,0.5034710463934982,0.0,85.8
34647,0.048143282036074334,1,20:00:00,2022,Thursday,0,4850,1246,0.5616880125310973,0.0,85.8
34648,0.04283521786716589,1,21:00:00,2022,Thursday,0,5001,1224,0.6319155415693838,0.0,85.8
34649,0.040131466865094334,1,22:00:00,2022,Thursday,0,4886,1242,0.6667392013926667,0.0,85.8
34650,0.03494363298609491,1,23:00:00,2022,Thursday,0,4976,1498,0.8035248851929999,0.0,85.8
34651,0.034830659785186215,1,00:00:00,2022,Friday,0,4930,1633,0.9313182914715482,0.0,87.17
34652,0.032705328497698416,1,01:00:00,2022,Friday,0,4842,1680,1.0047758434755816,0.0,87.17
34653,0.031199714046589482,1,02:00:00,2022,Friday,0,4713,1696,1.0166560913705585,0.0,87.17
34654,0.03047869298367973,1,03:00:00,2022,Friday,0,4781,1676,1.0142946905435124,0.0,87.17
34655,0.03144029850746268,1,04:00:00,2022,Friday,0,4810,1603,0.969903206291591,0.0,87.17
34656,0.03444326265866927,1,05:00:00,2022,Friday,0,4974,1556,0.9208856296714144,0.0,87.17
34658,0.0505469033337983,1,07:00:00,2022,Friday,0,5247,1160,0.6168287282179648,0.0,87.17
34659,0.05310866229599665,1,08:00:00,2022,Friday,2,5119,1260,0.5582188784883212,0.0,87.17
34660,0.049313363091086616,1,09:00:00,2022,Friday,468,4978,1225,0.5859978917779339,0.0,87.17
34661,0.04600174361835681,1,10:00:00,2022,Friday,1307,4721,1148,0.6604086140254003,0.0,87.17
34662,0.0440276886595062,1,11:00:00,2022,Friday,2012,4545,1008,0.7230239892956131,0.0,87.17
34663,0.04161295159715441,1,12:00:00,2022,Friday,2384,4188,948,0.7092332358766387,0.0,87.17
34665,0.038321558097363644,1,14:00:00,2022,Friday,1966,4071,656,0.6324891324891325,0.0,87.17
34666,0.03967718649741944,1,15:00:00,2022,Friday,1141,3865,578,0.4809232624235638,0.0,87.17
34667,0.04207623099455991,1,16:00:00,2022,Friday,259,3589,515,0.3458032812871522,0.0,87.17
34668,0.04810109499232808,1,17:00:00,2022,Friday,0,3425,494,0.2944181504019232,0.0,87.17
34669,0.050520016738736226,1,18:00:00,2022,Friday,0,2863,474,0.2342411905096167,0.0,87.17
34670,0.05106053842934858,1,19:00:00,2022,Friday,0,2383,432,0.194379229388206,0.0,87.17
34671,0.047664667317617516,1,20:00:00,2022,Friday,0,2012,344,0.1682376463867466,0.0,87.17
34672,0.04341860789510391,1,21:00:00,2022,Friday,0,1674,277,0.1441661124658242,0.0,87.17
34673,0.04120072534523643,1,22:00:00,2022,Friday,0,1367,216,0.1195077759323569,0.0,87.17
34674,0.03682236016180778,1,23:00:00,2022,Friday,0,1199,173,0.108802537668517,0.0,87.17
34675,0.04228428907262505,1,00:00:00,2022,Saturday,0,1190,145,0.113723485816509,0.0,87.17
34676,0.03898455736953149,1,01:00:00,2022,Saturday,0,1224,133,0.1204081632653061,0.0,87.17
34678,0.036573921302985674,1,03:00:00,2022,Saturday,0,1167,103,0.1192040548150929,0.0,87.17
34679,0.03591209310379721,1,04:00:00,2022,Saturday,0,1018,103,0.1044734389561975,0.0,87.17
34680,0.03613940180998478,1,05:00:00,2022,Saturday,0,1006,71,0.099639189564252,0.0,87.17
34682,0.04213464830126773,1,07:00:00,2022,Saturday,0,908,33,0.080544380724129,0.0,87.17
34683,0.04560131241476956,1,08:00:00,2022,Saturday,2,784,53,0.0664817749603803,0.0,87.17
34684,0.04663707746703818,1,09:00:00,2022,Saturday,282,655,88,0.0770792600391036,0.0,87.17
34685,0.04359259346688037,1,10:00:00,2022,Saturday,856,521,152,0.1147811725846408,0.0,87.17
34686,0.04157566202216268,1,11:00:00,2022,Saturday,1366,424,263,0.1559793344476523,0.0,87.17
34688,0.03526442011271012,1,13:00:00,2022,Saturday,1500,348,238,0.160399846212995,0.0,87.17
34689,0.03415614572914674,1,14:00:00,2022,Saturday,1151,346,273,0.1375825884181888,0.0,87.17
