,Clock (daily weight),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
0,0.03366889782704881,1,00:00:00,2018,Wednesday,0,3030,987,0.41183104367439,0.0,67.78
1,0.031861953851825386,1,01:00:00,2018,Wednesday,0,3351,1009,0.4974897307165677,0.0,67.78
2,0.03067864453394016,1,02:00:00,2018,Wednesday,0,3736,1055,0.5940483570985741,0.0,67.78
3,0.029853386109053998,1,03:00:00,2018,Wednesday,0,4370,1064,0.7267620703490705,0.0,67.78
5,0.033733483268996424,1,05:00:00,2018,Wednesday,0,5377,1084,0.8643478260869565,0.0,67.78
7,0.050392577111544816,1,07:00:00,2018,Wednesday,0,6787,987,0.7706949539010608,0.0,67.78
8,0.053138742202797434,1,08:00:00,2018,Wednesday,28,7263,930,0.7809442386244894,0.0,67.78
9,0.04956330267039077,1,09:00:00,2018,Wednesday,436,7640,871,0.9009163226261202,0.0,67.78
10,0.04587455881016366,1,10:00:00,2018,Wednesday,989,7867,873,1.0317073170731708,0.0,67.78
11,0.04395691104224411,1,11:00:00,2018,Wednesday,1365,8094,875,1.1463117027176928,0.0,67.78
12,0.04129300844815107,1,12:00:00,2018,Wednesday,1544,8187,856,1.209113750571037,0.0,67.78
13,0.03994599709009995,1,13:00:00,2018,Wednesday,1416,8059,783,1.1470423795147042,0.0,67.78
14,0.04023472232522865,1,14:00:00,2018,Wednesday,1145,7630,870,1.0555981175440516,0.0,67.78
15,0.04147336708037889,1,15:00:00,2018,Wednesday,642,7601,943,0.9602759774200292,0.0,67.78
16,0.0431480129459247,1,16:00:00,2018,Wednesday,177,7329,932,0.8368541108796985,0.0,67.78
19,0.05229942772097364,1,19:00:00,2018,Wednesday,0,6264,965,0.6211014691983847,0.0,67.78
20,0.04810252613019338,1,20:00:00,2018,Wednesday,0,6206,969,0.6673177083333334,0.0,67.78
21,0.04286379749955585,1,21:00:00,2018,Wednesday,0,5962,946,0.6916992089716631,0.0,67.78
23,0.03500079974684613,1,23:00:00,2018,Wednesday,0,5123,1052,0.7057949479940565,0.0,67.78
24,0.034190979394810486,2,00:00:00,2018,Thursday,0,4991,1045,0.7614482149615239,0.0,68.6
25,0.03245612351263671,2,01:00:00,2018,Thursday,0,4785,1061,0.7872340425531915,0.0,68.6
26,0.031001416847763398,2,02:00:00,2018,Thursday,0,4598,1047,0.7746672155894058,0.0,68.6
27,0.030381469019192635,2,03:00:00,2018,Thursday,0,4513,1024,0.7392523364485981,0.0,68.6
28,0.031135420059648727,2,04:00:00,2018,Thursday,0,4396,1026,0.682527693856999,0.0,68.6
29,0.03423229816073938,2,05:00:00,2018,Thursday,0,4141,1060,0.5800803033682802,0.0,68.6
30,0.0422811405350035,2,06:00:00,2018,Thursday,0,4159,1016,0.4947891767855435,0.0,68.6
32,0.05272044983826963,2,08:00:00,2018,Thursday,17,4256,858,0.386865716655357,0.0,68.6
33,0.04904011882505265,2,09:00:00,2018,Thursday,441,4077,995,0.4273312146345244,0.0,68.6
34,0.0452440486921363,2,10:00:00,2018,Thursday,1036,4123,945,0.4861033686390061,0.0,68.6
35,0.04352439625282041,2,11:00:00,2018,Thursday,1451,4397,993,0.5711780913417384,0.0,68.6
38,0.039533675476224564,2,14:00:00,2018,Thursday,1181,4367,1013,0.5499580888516346,0.0,68.6
39,0.041010505312871384,2,15:00:00,2018,Thursday,697,4023,1011,0.4556006041815724,0.0,68.6
40,0.04335140302992972,2,16:00:00,2018,Thursday,291,3719,1067,0.3918950212273253,0.0,68.6
41,0.04861189406254324,2,17:00:00,2018,Thursday,8,3931,1066,0.3776788409296709,0.0,68.6
42,0.051314148007878244,2,18:00:00,2018,Thursday,0,4461,1058,0.4096036811637227,0.0,68.6
43,0.052610366266241694,2,19:00:00,2018,Thursday,0,4883,993,0.4545173267326732,0.0,68.6
44,0.048143282036074334,2,20:00:00,2018,Thursday,0,5049,695,0.4680573663624511,0.0,68.6
45,0.04283521786716589,2,21:00:00,2018,Thursday,0,5141,752,0.5336895489947473,0.0,68.6
46,0.040131466865094334,2,22:00:00,2018,Thursday,0,5136,697,0.5605419950028829,0.0,68.6
47,0.03494363298609491,2,23:00:00,2018,Thursday,0,5194,706,0.6298708231023807,0.0,68.6
49,0.032705328497698416,2,01:00:00,2018,Friday,0,4783,450,0.6161544801601319,0.0,67.45
50,0.031199714046589482,2,02:00:00,2018,Friday,0,4578,340,0.5764857578244051,0.0,67.45
51,0.03047869298367973,2,03:00:00,2018,Friday,0,4475,296,0.5531594202898551,0.0,67.45
52,0.03144029850746268,2,04:00:00,2018,Friday,0,4466,321,0.5436066318419259,0.0,67.45
53,0.03444326265866927,2,05:00:00,2018,Friday,0,4317,349,0.490177539657527,0.0,67.45
54,0.04258930813223601,2,06:00:00,2018,Friday,0,4258,366,0.4259788116075541,0.0,67.45
55,0.0505469033337983,2,07:00:00,2018,Friday,0,3992,332,0.3316968395213255,0.0,67.45
56,0.05310866229599665,2,08:00:00,2018,Friday,42,3852,411,0.3100021602937999,0.0,67.45
57,0.049313363091086616,2,09:00:00,2018,Friday,494,3450,522,0.32334202143064,0.0,67.45
58,0.04600174361835681,2,10:00:00,2018,Friday,1190,3145,634,0.3677744060395233,0.0,67.45
59,0.0440276886595062,2,11:00:00,2018,Friday,1787,2970,715,0.4175824175824176,0.0,67.45
60,0.04161295159715441,2,12:00:00,2018,Friday,1975,2830,800,0.436458495561439,0.0,67.45
61,0.038838436323057605,2,13:00:00,2018,Friday,1696,2713,838,0.4063976454186352,0.0,67.45
63,0.03967718649741944,2,15:00:00,2018,Friday,847,2447,962,0.321353065539112,0.0,67.45
65,0.04810109499232808,2,17:00:00,2018,Friday,5,2474,914,0.2410999786825836,0.0,67.45
68,0.047664667317617516,2,20:00:00,2018,Friday,0,2522,650,0.2333554035165158,0.0,67.45
69,0.04341860789510391,2,21:00:00,2018,Friday,0,2360,491,0.2190381069452981,0.0,67.45
71,0.03682236016180778,2,23:00:00,2018,Friday,0,1915,258,0.1780126157122962,0.0,67.45
72,0.04228428907262505,2,00:00:00,2018,Saturday,0,1703,202,0.166520979020979,0.0,67.45
73,0.03898455736953149,2,01:00:00,2018,Saturday,0,1539,208,0.1599523896722212,0.0,67.45
75,0.036573921302985674,2,03:00:00,2018,Saturday,0,1429,156,0.1505223171889838,0.0,67.45
76,0.03591209310379721,2,04:00:00,2018,Saturday,0,1461,141,0.1508758711621774,0.0,67.45
77,0.03613940180998478,2,05:00:00,2018,Saturday,0,1385,143,0.1424974354191923,0.0,67.45
78,0.03776064772911669,2,06:00:00,2018,Saturday,0,1244,143,0.1277869909710705,0.0,67.45
79,0.04213464830126773,2,07:00:00,2018,Saturday,0,1075,198,0.1091205211726384,0.0,67.45
80,0.04560131241476956,2,08:00:00,2018,Saturday,17,888,179,0.0847802283747849,0.0,67.45
81,0.04663707746703818,2,09:00:00,2018,Saturday,260,722,186,0.086333062310592,0.0,67.45
82,0.04359259346688037,2,10:00:00,2018,Saturday,647,639,145,0.1040878673261565,0.0,67.45
83,0.04157566202216268,2,11:00:00,2018,Saturday,1025,605,130,0.1300620750812888,0.0,67.45
84,0.038935860152156526,2,12:00:00,2018,Saturday,1244,617,170,0.1529137178135823,0.0,67.45
85,0.03526442011271012,2,13:00:00,2018,Saturday,1254,643,169,0.1586058651926915,0.0,67.45
86,0.03415614572914674,2,14:00:00,2018,Saturday,966,627,165,0.1366285847516903,0.0,67.45
87,0.035934667152868485,2,15:00:00,2018,Saturday,594,604,218,0.1089398368979843,0.0,67.45
88,0.04022579991782551,2,16:00:00,2018,Saturday,244,529,227,0.0750694392312889,0.0,67.45
89,0.04753512843932352,2,17:00:00,2018,Saturday,4,573,249,0.0596260737746336,0.0,67.45
90,0.052416983212335885,2,18:00:00,2018,Saturday,0,558,400,0.0649183438368232,0.0,67.45
91,0.05340240029409818,2,19:00:00,2018,Saturday,0,610,443,0.073206340378198,0.0,67.45
92,0.04977305445950134,2,20:00:00,2018,Saturday,0,655,480,0.0841925673169646,0.0,67.45
93,0.045095521655322414,2,21:00:00,2018,Saturday,0,699,579,0.1018002230364824,0.0,67.45
94,0.04394176902299021,2,22:00:00,2018,Saturday,0,729,658,0.1134374744418091,0.0,67.45
95,0.038330776591858386,2,23:00:00,2018,Saturday,0,790,742,0.1327096327096327,0.0,67.45
96,0.04191632437475181,2,00:00:00,2018,Sunday,0,888,736,0.1503007866728366,0.0,67.45
97,0.03815065176086385,2,01:00:00,2018,Sunday,0,1046,820,0.1866933466733366,0.0,67.45
99,0.03463647201557741,2,03:00:00,2018,Sunday,0,1096,946,0.219239853983251,0.0,67.45
100,0.03353497108455091,2,04:00:00,2018,Sunday,0,1091,1012,0.2268608414239482,0.0,67.45
101,0.03313687360430421,2,05:00:00,2018,Sunday,0,1192,1062,0.2469325153374233,0.0,67.45
102,0.032408529946246246,2,06:00:00,2018,Sunday,0,1243,1121,0.2718803910293272,0.0,67.45
103,0.03505149498579334,2,07:00:00,2018,Sunday,0,1273,1136,0.2673399178781489,0.0,67.45
104,0.03804934772531276,2,08:00:00,2018,Sunday,38,1379,1150,0.2706663854913538,0.0,67.45
105,0.03962884440541126,2,09:00:00,2018,Sunday,311,1559,1143,0.2989680492161143,0.0,67.45
106,0.03837098181558085,2,10:00:00,2018,Sunday,660,1544,1133,0.3178095238095238,0.0,67.45
107,0.03947795864042092,2,11:00:00,2018,Sunday,978,1592,1138,0.3458310016787912,0.0,67.45
108,0.037034117012276456,2,12:00:00,2018,Sunday,1178,1783,1119,0.3843617522373999,0.0,67.45
109,0.030845908975264118,2,13:00:00,2018,Sunday,1229,1846,1092,0.4085694675948622,0.0,67.45
110,0.027841286039757,2,14:00:00,2018,Sunday,1049,1748,1049,0.3817748659916617,0.0,67.45
111,0.03160890010690613,2,15:00:00,2018,Sunday,789,1699,1031,0.3456438463805127,0.0,67.45
112,0.03825434527735176,2,16:00:00,2018,Sunday,314,1699,976,0.2817950410106533,0.0,67.45
113,0.049916953702350886,2,17:00:00,2018,Sunday,10,1790,936,0.2394119705985299,0.0,67.45
114,0.0593644635180543,2,18:00:00,2018,Sunday,0,1890,950,0.2272909163665466,0.0,67.45
115,0.062358284008492824,2,19:00:00,2018,Sunday,0,2110,941,0.2501639881928501,0.0,67.45
116,0.06048303928160857,2,20:00:00,2018,Sunday,0,2134,857,0.2552265551668231,0.0,67.45
117,0.05622309257976644,2,21:00:00,2018,Sunday,0,2147,811,0.2654819601507808,0.0,67.45
118,0.056377114538486366,2,22:00:00,2018,Sunday,0,2204,771,0.2627395566545968,0.0,67.45
119,0.04868904674072336,2,23:00:00,2018,Sunday,0,2167,698,0.2655728587319244,0.0,67.45
120,0.02990355744733746,2,00:00:00,2018,Monday,0,2022,663,0.2573811349693251,0.0,67.69
121,0.027689341705740122,2,01:00:00,2018,Monday,0,1929,577,0.24888270930579,0.0,67.69
123,0.02566560623921564,2,03:00:00,2018,Monday,0,1903,520,0.2440817971189684,0.0,67.69
125,0.02999685116909618,2,05:00:00,2018,Monday,0,1816,594,0.2201516397186443,0.0,67.69
126,0.0422594383630697,2,06:00:00,2018,Monday,0,1844,604,0.1951530612244898,0.0,67.69
128,0.05347971990808487,2,08:00:00,2018,Monday,87,1855,502,0.1587528418317635,0.0,67.69
129,0.050280181517366004,2,09:00:00,2018,Monday,627,1712,462,0.1835036687631027,0.0,67.69
130,0.046717401671857055,2,10:00:00,2018,Monday,1405,1605,428,0.2299050421291962,0.0,67.69
131,0.0445884255177659,2,11:00:00,2018,Monday,1947,1578,347,0.2664281290855295,0.0,67.69
132,0.04212154487288748,2,12:00:00,2018,Monday,2376,1602,290,0.3043354249857387,0.0,67.69
133,0.0407180448615949,2,13:00:00,2018,Monday,2498,1551,228,0.307985886080507,0.0,67.69
134,0.04030765316253468,2,14:00:00,2018,Monday,2127,1440,197,0.2649398183993806,0.0,67.69
135,0.04212328993530886,2,15:00:00,2018,Monday,1514,1453,176,0.2158802115529912,0.0,67.69
136,0.04426501846863323,2,16:00:00,2018,Monday,664,1470,157,0.1513709943838784,0.0,67.69
137,0.05024108540734841,2,17:00:00,2018,Monday,32,1679,172,0.1196467149574278,0.0,67.69
138,0.054126500447457496,2,18:00:00,2018,Monday,0,1902,183,0.125572151288846,0.0,67.69
139,0.05613553711897108,2,19:00:00,2018,Monday,0,2129,170,0.1419924649496634,0.0,67.69
140,0.05129151230834475,2,20:00:00,2018,Monday,0,2136,152,0.1480043987321301,0.0,67.69
141,0.045836010913486144,2,21:00:00,2018,Monday,0,2117,185,0.1600278067431352,0.0,67.69
142,0.04230668928401801,2,22:00:00,2018,Monday,0,1989,209,0.1584943755408134,0.0,67.69
143,0.03627588779127819,2,23:00:00,2018,Monday,0,1830,146,0.1491883729709324,0.0,67.69
144,0.03319609576012188,2,00:00:00,2018,Tuesday,0,1742,149,0.1532911802853437,0.0,66.75
145,0.03156882402324182,2,01:00:00,2018,Tuesday,0,1629,163,0.151735817104149,0.0,66.75
147,0.029029205998347702,2,03:00:00,2018,Tuesday,0,1474,99,0.132843509838696,0.0,66.75
148,0.029757590477680545,2,04:00:00,2018,Tuesday,0,1368,81,0.1196235449517047,0.0,66.75
149,0.03289765072134374,2,05:00:00,2018,Tuesday,0,1197,50,0.0967341556124428,0.0,66.75
150,0.041431262629450696,2,06:00:00,2018,Tuesday,0,1091,45,0.079780883489009,0.0,66.75
152,0.05237247674545131,2,08:00:00,2018,Tuesday,134,1074,40,0.0740652818991098,0.0,66.75
157,0.0403786230577568,2,13:00:00,2018,Tuesday,2949,543,42,0.239593220338983,0.0,66.75
158,0.04004873016328737,2,14:00:00,2018,Tuesday,2561,518,30,0.2114246854811288,0.0,66.75
160,0.04326886023227028,2,16:00:00,2018,Tuesday,778,567,6,0.0836998946781488,0.0,66.75
161,0.04921507944559353,2,17:00:00,2018,Tuesday,41,663,11,0.0422277344672808,0.0,66.75
163,0.05351923176505864,2,19:00:00,2018,Tuesday,0,1008,10,0.0577032082530325,0.0,66.75
164,0.049489017968848505,2,20:00:00,2018,Tuesday,0,1042,16,0.0632585949177877,0.0,66.75
165,0.04390554080910021,2,21:00:00,2018,Tuesday,0,1030,19,0.0669133124960132,0.0,66.75
166,0.040318562541654154,2,22:00:00,2018,Tuesday,0,913,30,0.062297681178569,0.0,66.75
167,0.034832948501741054,2,23:00:00,2018,Tuesday,0,865,44,0.0632523832718669,0.0,66.75
170,0.03067864453394016,2,02:00:00,2018,Wednesday,0,662,45,0.0553511312925702,0.0,65.74
171,0.029853386109053998,2,03:00:00,2018,Wednesday,0,625,29,0.0511576971214017,0.0,65.74
174,0.04198004349345618,2,06:00:00,2018,Wednesday,0,663,13,0.0457127400595077,0.0,65.74
175,0.050392577111544816,2,07:00:00,2018,Wednesday,0,687,6,0.0415592203898051,0.0,65.74
176,0.053138742202797434,2,08:00:00,2018,Wednesday,82,667,12,0.0439249639249639,0.0,65.74
177,0.04956330267039077,2,09:00:00,2018,Wednesday,651,552,17,0.0714453033497306,0.0,65.74
178,0.04587455881016366,2,10:00:00,2018,Wednesday,1463,344,25,0.1103547979037407,0.0,65.74
179,0.04395691104224411,2,11:00:00,2018,Wednesday,2145,202,38,0.1484593837535014,0.0,65.74
180,0.04129300844815107,2,12:00:00,2018,Wednesday,2540,149,50,0.1751502749712239,0.0,65.74
181,0.03994599709009995,2,13:00:00,2018,Wednesday,2588,131,70,0.1790230438410681,0.0,65.74
182,0.04023472232522865,2,14:00:00,2018,Wednesday,2280,192,71,0.1645209290289189,0.0,65.74
183,0.04147336708037889,2,15:00:00,2018,Wednesday,1549,287,77,0.1197496087636932,0.0,65.74
184,0.0431480129459247,2,16:00:00,2018,Wednesday,627,387,95,0.0674943703974195,0.0,65.74
185,0.04867487428470059,2,17:00:00,2018,Wednesday,31,531,111,0.0394976230999471,0.0,65.74
186,0.05142377158374203,2,18:00:00,2018,Wednesday,0,699,120,0.0454797867614393,0.0,65.74
187,0.05229942772097364,2,19:00:00,2018,Wednesday,0,737,110,0.0473369474096015,0.0,65.74
189,0.04286379749955585,2,21:00:00,2018,Wednesday,0,617,122,0.0459291485394655,0.0,65.74
190,0.0400306296952209,2,22:00:00,2018,Wednesday,0,554,165,0.0467247205614764,0.0,65.74
191,0.03500079974684613,2,23:00:00,2018,Wednesday,0,522,220,0.0514420410427066,0.0,65.74
192,0.034190979394810486,2,00:00:00,2018,Thursday,0,428,270,0.0513612950699043,0.0,64.26
193,0.03245612351263671,2,01:00:00,2018,Thursday,0,355,336,0.0529015464706783,0.0,64.26
195,0.030381469019192635,2,03:00:00,2018,Thursday,0,344,505,0.0666771381449776,0.0,64.26
197,0.03423229816073938,2,05:00:00,2018,Thursday,0,251,529,0.0582089552238805,0.0,64.26
198,0.0422811405350035,2,06:00:00,2018,Thursday,0,220,455,0.0455465587044534,0.0,64.26
199,0.05033187918113392,2,07:00:00,2018,Thursday,1,183,400,0.034716442753537,0.0,64.26
200,0.05272044983826963,2,08:00:00,2018,Thursday,57,196,351,0.0344375391983579,0.0,64.26
201,0.04904011882505265,2,09:00:00,2018,Thursday,574,194,338,0.064667017482313,0.0,64.26
203,0.04352439625282041,2,11:00:00,2018,Thursday,1993,107,400,0.1570845114671693,0.0,64.26
204,0.041332239439520586,2,12:00:00,2018,Thursday,2316,132,450,0.1878402903811252,0.0,64.26
205,0.03964242833115335,2,13:00:00,2018,Thursday,2412,194,512,0.2066269052352551,0.0,64.26
206,0.039533675476224564,2,14:00:00,2018,Thursday,2115,255,566,0.1964273767311166,0.0,64.26
207,0.041010505312871384,2,15:00:00,2018,Thursday,1482,243,581,0.1488894628099173,0.0,64.26
210,0.051314148007878244,2,18:00:00,2018,Thursday,0,335,647,0.0559512278502649,0.0,64.26
211,0.052610366266241694,2,19:00:00,2018,Thursday,0,498,688,0.068765582420131,0.0,64.26
213,0.04283521786716589,2,21:00:00,2018,Thursday,0,841,836,0.1117031905681742,0.0,64.26
214,0.040131466865094334,2,22:00:00,2018,Thursday,0,895,876,0.1232943469785575,0.0,64.26
215,0.03494363298609491,2,23:00:00,2018,Thursday,0,920,843,0.1305152502220906,0.0,64.26
217,0.032705328497698416,2,01:00:00,2018,Friday,0,1055,842,0.1571795509155688,0.0,63.04
219,0.03047869298367973,2,03:00:00,2018,Friday,0,1279,869,0.185764939894491,0.0,63.04
220,0.03144029850746268,2,04:00:00,2018,Friday,0,1385,880,0.1955114372032801,0.0,63.04
222,0.04258930813223601,2,06:00:00,2018,Friday,0,1639,921,0.1953452880579931,0.0,63.04
224,0.05310866229599665,2,08:00:00,2018,Friday,67,1945,850,0.1865224191866527,0.0,63.04
225,0.049313363091086616,2,09:00:00,2018,Friday,524,1884,929,0.2215509228522108,0.0,63.04
226,0.04600174361835681,2,10:00:00,2018,Friday,1223,1530,895,0.2429085097882541,0.0,63.04
227,0.0440276886595062,2,11:00:00,2018,Friday,1833,1268,899,0.2710761724044456,0.0,63.04
228,0.04161295159715441,2,12:00:00,2018,Friday,2042,1191,921,0.2857535942766733,0.0,63.04
229,0.038838436323057605,2,13:00:00,2018,Friday,1925,1200,921,0.28,0.0,63.04
232,0.04207623099455991,2,16:00:00,2018,Friday,371,1124,902,0.1589311762365734,0.0,63.04
234,0.050520016738736226,2,18:00:00,2018,Friday,0,1507,893,0.1496725912067352,0.0,63.04
235,0.05106053842934858,2,19:00:00,2018,Friday,0,1569,908,0.156901247862165,0.0,63.04
236,0.047664667317617516,2,20:00:00,2018,Friday,0,1482,866,0.1568051288900761,0.0,63.04
237,0.04341860789510391,2,21:00:00,2018,Friday,0,1292,814,0.149171270718232,0.0,63.04
238,0.04120072534523643,2,22:00:00,2018,Friday,0,1142,667,0.1310299869621903,0.0,63.04
239,0.03682236016180778,2,23:00:00,2018,Friday,0,1009,498,0.1128838951310861,0.0,63.04
242,0.037791269199703326,2,02:00:00,2018,Saturday,0,724,311,0.087756486348991,0.0,63.04
244,0.03591209310379721,2,04:00:00,2018,Saturday,0,707,225,0.0797535512579154,0.0,63.04
246,0.03776064772911669,2,06:00:00,2018,Saturday,0,613,264,0.0745368009518952,0.0,63.04
247,0.04213464830126773,2,07:00:00,2018,Saturday,0,573,316,0.0724354273608734,0.0,63.04
248,0.04560131241476956,2,08:00:00,2018,Saturday,37,613,341,0.0758631248564648,0.0,63.04
249,0.04663707746703818,2,09:00:00,2018,Saturday,266,713,376,0.0998084855627578,0.0,63.04
253,0.03526442011271012,2,13:00:00,2018,Saturday,1179,651,373,0.1657637321294206,0.0,63.04
254,0.03415614572914674,2,14:00:00,2018,Saturday,951,707,324,0.151136190330944,0.0,63.04
255,0.035934667152868485,2,15:00:00,2018,Saturday,591,736,443,0.1354039167686658,0.0,63.04
256,0.04022579991782551,2,16:00:00,2018,Saturday,242,798,565,0.1229602390255113,0.0,63.04
257,0.04753512843932352,2,17:00:00,2018,Saturday,18,957,706,0.125,0.0,63.04
259,0.05340240029409818,2,19:00:00,2018,Saturday,0,1735,862,0.1949114380066046,0.0,63.04
261,0.045095521655322414,2,21:00:00,2018,Saturday,0,2454,1001,0.3160157321869569,0.0,63.04
262,0.04394176902299021,2,22:00:00,2018,Saturday,0,2784,1024,0.3663299663299663,0.0,63.04
263,0.038330776591858386,2,23:00:00,2018,Saturday,0,2948,1064,0.4215171254465223,0.0,63.04
264,0.04191632437475181,2,00:00:00,2018,Sunday,0,3305,1055,0.5147579693034239,0.0,63.04
265,0.03815065176086385,2,01:00:00,2018,Sunday,0,3619,1064,0.6185444459120327,0.0,63.04
266,0.03664099786014825,2,02:00:00,2018,Sunday,0,3997,1079,0.745702952842662,0.0,63.04
267,0.03463647201557741,2,03:00:00,2018,Sunday,0,4467,1095,0.8923471843414086,0.0,63.04
268,0.03353497108455091,2,04:00:00,2018,Sunday,0,5059,1098,1.076022369800769,0.0,63.04
269,0.03313687360430421,2,05:00:00,2018,Sunday,0,5550,1009,1.2405901267259316,0.0,63.04
270,0.032408529946246246,2,06:00:00,2018,Sunday,0,6145,1023,1.615505972503944,0.0,63.04
272,0.03804934772531276,2,08:00:00,2018,Sunday,75,6679,969,1.5066328521264143,0.0,63.04
273,0.03962884440541126,2,09:00:00,2018,Sunday,465,6716,984,1.413852813852814,0.0,63.04
274,0.03837098181558085,2,10:00:00,2018,Sunday,905,6750,977,1.442031406615436,0.0,63.04
275,0.03947795864042092,2,11:00:00,2018,Sunday,1211,6707,1004,1.4367149758454103,0.0,63.04
277,0.030845908975264118,2,13:00:00,2018,Sunday,1221,6099,912,1.2579462102689487,0.0,63.04
279,0.03160890010690613,2,15:00:00,2018,Sunday,635,5572,868,1.0152102166738413,0.0,63.04
280,0.03825434527735176,2,16:00:00,2018,Sunday,314,5264,915,0.879214624238321,0.0,63.04
282,0.0593644635180543,2,18:00:00,2018,Sunday,0,5002,1134,0.6560461883887523,0.0,63.04
283,0.062358284008492824,2,19:00:00,2018,Sunday,0,5085,1138,0.6753119913185024,0.0,63.04
284,0.06048303928160857,2,20:00:00,2018,Sunday,0,5102,1119,0.7164574455833237,0.0,63.04
285,0.05622309257976644,2,21:00:00,2018,Sunday,0,5117,1080,0.7601815505397449,0.0,63.04
286,0.056377114538486366,2,22:00:00,2018,Sunday,0,4944,1086,0.7074143594556547,0.0,63.04
287,0.04868904674072336,2,23:00:00,2018,Sunday,0,4883,1075,0.7505668934240363,0.0,63.04
288,0.02990355744733746,2,00:00:00,2018,Monday,0,4818,1080,0.7908286403861625,0.0,62.2
289,0.027689341705740122,2,01:00:00,2018,Monday,0,4753,1117,0.8431485205400747,0.0,62.2
290,0.02661726931894006,2,02:00:00,2018,Monday,0,4720,1156,0.8812237552489502,0.0,62.2
291,0.02566560623921564,2,03:00:00,2018,Monday,0,4536,1175,0.8383734586024663,0.0,62.2
292,0.026092945179098947,2,04:00:00,2018,Monday,0,4625,1175,0.8320183617845359,0.0,62.2
293,0.02999685116909618,2,05:00:00,2018,Monday,0,4626,1128,0.7427391248225119,0.0,62.2
294,0.0422594383630697,2,06:00:00,2018,Monday,0,4709,1169,0.6435296693671995,0.0,62.2
296,0.05347971990808487,2,08:00:00,2018,Monday,80,4536,804,0.4426657954916694,0.0,62.2
297,0.050280181517366004,2,09:00:00,2018,Monday,499,4164,793,0.4348103283391775,0.0,62.2
298,0.046717401671857055,2,10:00:00,2018,Monday,1160,4190,786,0.5035286394222879,0.0,62.2
299,0.0445884255177659,2,11:00:00,2018,Monday,1743,4105,791,0.5600168705187685,0.0,62.2
300,0.04212154487288748,2,12:00:00,2018,Monday,2071,3995,801,0.5960420102421665,0.0,62.2
301,0.0407180448615949,2,13:00:00,2018,Monday,2175,4055,910,0.6423173803526449,0.0,62.2
302,0.04030765316253468,2,14:00:00,2018,Monday,1837,3848,851,0.5881400161972464,0.0,62.2
303,0.04212328993530886,2,15:00:00,2018,Monday,1452,3323,963,0.4926167582417582,0.0,62.2
304,0.04426501846863323,2,16:00:00,2018,Monday,774,3055,1041,0.3950036499310568,0.0,62.2
305,0.05024108540734841,2,17:00:00,2018,Monday,110,2888,936,0.296480518501771,0.0,62.2
306,0.054126500447457496,2,18:00:00,2018,Monday,0,3216,932,0.2960953672639018,0.0,62.2
307,0.05613553711897108,2,19:00:00,2018,Monday,0,3305,979,0.3071848558726516,0.0,62.2
308,0.05129151230834475,2,20:00:00,2018,Monday,0,3456,961,0.3401355305713845,0.0,62.2
309,0.045836010913486144,2,21:00:00,2018,Monday,0,3268,1004,0.3504511894995898,0.0,62.2
310,0.04230668928401801,2,22:00:00,2018,Monday,0,3298,952,0.3603832782158908,0.0,62.2
311,0.03627588779127819,2,23:00:00,2018,Monday,0,3158,961,0.3707470747074707,0.0,62.2
312,0.03319609576012188,2,00:00:00,2018,Tuesday,0,2937,902,0.3600637779028325,0.0,61.94
313,0.03156882402324182,2,01:00:00,2018,Tuesday,0,2789,794,0.3468202497338108,0.0,61.94
314,0.030093805531739733,2,02:00:00,2018,Tuesday,0,2625,707,0.3255495847581827,0.0,61.94
315,0.029029205998347702,2,03:00:00,2018,Tuesday,0,2513,677,0.3071738083774675,0.0,61.94
317,0.03289765072134374,2,05:00:00,2018,Tuesday,0,2296,681,0.2649047873287061,0.0,61.94
318,0.041431262629450696,2,06:00:00,2018,Tuesday,0,2335,691,0.2439929043702628,0.0,61.94
320,0.05237247674545131,2,08:00:00,2018,Tuesday,192,2418,745,0.2355543073790634,0.0,61.94
323,0.0439867186417707,2,11:00:00,2018,Tuesday,3798,1189,664,0.4656394199077125,0.0,61.94
324,0.04174596930552413,2,12:00:00,2018,Tuesday,4381,1232,676,0.5502668649925628,0.0,61.94
326,0.04004873016328737,2,14:00:00,2018,Tuesday,3653,1388,730,0.5042817196784342,0.0,61.94
327,0.04140838553650221,2,15:00:00,2018,Tuesday,2683,1259,728,0.380758255197717,0.0,61.94
328,0.04326886023227028,2,16:00:00,2018,Tuesday,1463,1139,685,0.2459961083670109,0.0,61.94
329,0.04921507944559353,2,17:00:00,2018,Tuesday,191,1119,636,0.1314154511075094,0.0,61.94
330,0.05249598697661195,2,18:00:00,2018,Tuesday,0,1638,658,0.1468875951634572,0.0,61.94
331,0.05351923176505864,2,19:00:00,2018,Tuesday,0,2189,706,0.1914935838073819,0.0,61.94
332,0.049489017968848505,2,20:00:00,2018,Tuesday,0,2582,732,0.2380234144940027,0.0,61.94
333,0.04390554080910021,2,21:00:00,2018,Tuesday,0,2682,759,0.2671169073125291,0.0,61.94
334,0.040318562541654154,2,22:00:00,2018,Tuesday,0,2519,771,0.261339264437207,0.0,61.94
336,0.03366889782704881,2,00:00:00,2018,Wednesday,0,2148,687,0.2507296365083576,0.0,62.29
337,0.031861953851825386,2,01:00:00,2018,Wednesday,0,1831,640,0.2218531154605854,0.0,62.29
