,hourly weight to day
30334,0.0456605628162656
33764,0.0175757905030968
13440,0.0303834744851898
15042,0.0441533908444052
8998,0.0340162350212601
27395,0.0361046057767369
18759,-0.8702155741311042
435,0.0386034855906139
25382,0.0485339205877606
5203,0.0469333733831452
29454,0.0394816170389854
12944,0.0390495153779065
10252,0.0475974391098045
15971,0.0455806495849112
18694,0.0331537505180273
12196,0.0435986297004461
6341,0.0558079458400142
34614,0.0461910468125231
13535,0.0432394196616699
17446,0.0353790994411051
6980,0.0461982592461343
10927,0.0472435792573204
34864,0.0451213556557567
18568,0.0530416706818463
13954,0.0359873548007645
21632,0.033295411452408
12724,0.0501534080654541
16491,0.0379559585803798
4003,0.0458614707886748
6947,0.0456919060052219
9617,0.0646194044850259
8124,0.0429189207239698
7471,0.0435087965726726
20830,0.0314444295241931
18622,0.0347284850456097
5291,0.0267600246145658
13970,0.0346032580136626
10447,0.0452136823773736
26319,0.0538605069020922
7994,0.00168986083499
19531,0.0429332732867972
18277,0.0488886098204194
1418,0.0236842105263157
8264,0.049965212144348
7710,0.0523102587826282
6701,0.0483564500174353
11565,0.0327602453893344
3101,0.0381638199138616
3151,0.0542925824175824
9001,0.0185097083048377
21995,0.0398534546911672
8002,0.0635685884691849
13181,0.0432182222324067
2581,0.036842497789237
17454,0.0584335126014974
17331,0.0379982213598512
9977,0.051525110403615
2341,0.0315950734134207
15819,0.0379262438959461
31294,0.0340953522925735
31013,0.0361008159174531
29428,0.0447093023255813
32751,0.0461173683865591
6355,0.0397737395332264
9051,0.0356795791913698
17006,0.049255138167272
20012,0.033188874869713
3872,0.045833697092834
18735,0.0776156473144986
9767,0.0284865633041852
461,0.0311863227473783
14887,0.0472292783893122
21257,0.0723057779701363
14332,0.0521806169550409
1316,0.0492430517754163
17645,0.0565850963419968
12503,0.0433881694084704
4391,0.0334643324997022
7341,0.0391429123320179
21690,0.0502644219106302
13161,0.0403417271331725
25289,0.0394141691118998
14693,0.0418195986312353
20562,0.0443930041152263
5997,0.0454538557251676
27929,0.0419992329568067
17743,-0.1314179303006118
2282,0.0455440513243981
26686,0.0345833234001637
30941,0.0401717624422178
27403,0.0437013906959262
18946,0.0304995711835334
8053,0.0002908949869097
8403,0.0306240032449274
9677,0.0459770114942528
9516,0.0081512879034887
31415,0.0346864733183839
30749,0.047014931708021
10459,0.0439564533102375
16057,0.0352
19990,0.0286474376925231
21149,0.0388195232690124
5975,0.0357424660860064
5039,0.037217686353515
10089,0.0420994795878169
13168,0.0472067811477988
10674,0.0524022211492032
12783,0.0472207844098764
27978,0.035151240319415
31591,0.0354058837279193
28638,0.0337020521790544
25611,0.0370498557890399
11527,0.036055327275884
21137,0.0525062922643054
10070,0.0388145577423626
30899,0.0368843616733151
8641,0.035617577902841
8543,0.0357480637843343
4934,0.0347721041933407
19136,0.0310646959907956
28366,0.0352302005152906
18476,0.0088352837864477
24851,0.0472289455718984
22030,0.0289463141025641
30776,0.0391450602452132
25936,0.0441296680557222
8153,0.0587154513305806
16427,0.0469636371056605
6199,0.0497815330304696
30825,0.0362648676474572
33185,0.0448328792151988
17095,0.0540627211606511
32151,0.0660384410924313
30072,0.0335205630344665
28267,0.0450382349169495
29611,0.0388221772662738
15248,0.0415541833959967
7676,0.0424385173760708
20650,0.041340997909661
22516,0.0880613005403391
11907,0.0403813326119604
6442,0.0407224678385055
17571,-0.0122145642736258
7104,0.0285277107808812
15361,0.0287984713607618
12739,0.0447189524134196
34883,0.0417322766892967
12172,0.0429038122085517
13276,0.0458382610823375
33512,0.0443615708292176
3038,0.0398376642433694
519,0.0400762848562083
2962,0.0318439479826608
8827,0.0402447224458962
11265,0.0395442769425348
13013,0.0431135792796737
25876,0.0550753926598844
28620,0.0323932303232894
31008,0.0403452010197286
31348,0.0416550556811262
130,0.0499205557403096
13563,0.04366188660979
28166,0.0506157315929185
17919,0.0125893846308792
25054,0.0221697801636912
31430,0.0543503363604532
5777,0.0480424620960047
22666,0.039417108631276
29526,0.0347996452109086
8346,-5.518459246178467e-05
27999,0.057543367194119
28533,0.0233672527987001
19060,0.0454404434424703
33529,0.0375726494310249
26059,0.0290547446512856
21767,0.0561872025383395
23259,0.0402193324446009
26105,0.0518369746252571
1385,0.0492108112838126
28410,0.0365969742180696
32502,0.0318951587183466
27116,0.0447364742066265
1044,0.0230937114047405
33706,0.0554230172757703
13053,0.0327546105525337
33813,0.026531218667079
17902,0.0435592708228421
31263,0.047444191298933
17013,0.0322561333349297
7133,0.0358848456312638
26341,0.0508714186289293
34447,0.0369586378455215
2213,0.0467864288096032
2255,0.0492673697179483
1151,0.0316919031259278
5006,0.0439811639921364
10054,0.0379583542627517
13817,0.0533147282756295
33545,0.0417980190473034
18696,0.0343472855366763
28885,0.0448803284858084
31035,0.0596211808359169
34740,0.080549693093393
27205,0.0444602525342343
22530,0.064025526364822
24093,0.0423102753525856
5575,0.0544982202319439
20293,0.0422695860264352
34174,0.034086849813617
31899,0.0528157757942519
30007,0.0391837800645864
8172,0.0400201666806713
23690,0.043463025475103
23455,-0.0584095707248416
7700,0.034898941983211
13094,0.0393378809570595
9484,0.0418392290753348
23527,0.051026793332954
30417,0.0351584747528534
25797,0.041367466751867
5987,0.0386179478619768
26169,0.0458875822723256
33620,0.0061354673593991
25383,0.0425443051191753
7497,0.1197140320545769
4477,0.0295879964345845
12033,0.0363434502869219
21067,0.0447754046547265
8550,0.0530632221538787
31153,0.0410913348306007
19526,0.0518051489904676
6956,0.0326226504911789
17148,0.0503639155982906
24124,0.0247836349331235
2954,0.0424372226639649
28591,0.0394951192293384
28888,0.0494189148958877
13754,0.0322354778768211
34566,0.049398135462534
27315,0.0
27036,0.0414336671910777
17117,0.0509339375234153
11793,0.0369037828947368
29035,0.0366898301422567
24311,0.0288730236833065
24205,0.0598673317435358
26516,0.0309317751923924
16846,0.0208083999553193
6224,0.0472897141346182
34216,0.0375674082378182
16284,0.048279867658193
3033,0.0427389127864563
14387,0.0352132474907925
8028,0.0454718619996038
9004,0.0104219321459367
19907,0.0279562555675593
11427,0.0390836139869444
21252,0.0368156243237394
24907,0.0238711133487265
1080,0.1388772517804775
7475,0.0688274748042279
13984,0.0524829217025748
32447,0.0289540201915866
1513,0.0251425963951631
14902,0.0037141183362624
26976,0.0381091975082447
27473,0.0397890038547372
11152,0.0469559555369517
3372,0.0382163336538804
27783,0.0579243581401189
21610,0.0291881027733197
5194,0.0459696747830113
17152,0.0588942307692307
33605,0.0397783984249805
16604,0.0238641969008861
9764,0.0561032484473483
17494,0.0348233442090162
10472,0.0436045432612004
14749,0.0455462184873949
34429,0.0500649702219815
7340,0.0511051629459974
20389,0.0419566295146985
32550,0.0437636713431078
24269,0.0397718123892991
29159,0.0538558925524302
12016,0.0547818266059796
20037,0.0346435841188909
9020,0.0510986887098212
3302,0.0019860973187686
22142,0.0522597437717608
9364,0.0469261583781299
21092,0.0582848235380081
4467,0.0380228450694925
8336,0.0725677390872468
3336,0.0329177191379588
12454,0.0353490767306701
2685,0.0408696245334684
11684,0.0522868545841387
23977,0.0285400060978265
19844,0.035109191684297
25141,0.049606238418777
4103,0.0417974654109987
8859,0.0385062852926988
24291,0.0385918246714863
17261,0.0561371993151261
5642,0.0353620671756589
21451,0.0592578887169481
28577,0.0730061831901068
24990,0.0360855471515332
3811,0.0609303739738522
31701,0.0306398636655796
10206,0.0503732774970126
18096,0.0078694087704414
6368,0.0515440344669891
4379,0.0430735994791512
3850,0.045844776166382
17411,0.0442982725763816
9922,0.0377424796176553
18274,0.0443928167775963
2894,0.0386018896581651
25214,0.0445752243328283
7842,0.0594910255659069
4659,0.0327878611985503
6046,0.0359888213493462
31741,0.0536838369617071
4738,0.0394319069041157
7,0.0506579979183597
13328,0.0413350421643278
4296,0.0397251369672207
30423,0.051600953858264
17367,0.0539863665765511
27604,0.051642468975586
9342,0.0407480725151073
6999,0.0469759299781181
24544,0.0370994361160775
24796,0.0395785405355663
4425,0.0468076343078834
24835,0.0262670751946891
34788,0.0421047791671002
5823,0.0415750039853339
17815,0.0477658595071402
28771,0.0437431814488985
22373,0.044272655703289
17088,0.0274792108987968
22350,0.0418755722195579
28744,0.0473243670790173
19879,0.03330471802239
8115,0.0391621585520603
1271,0.0382939323490635
29767,0.0396159676604345
9720,0.0420344156066006
18138,0.0520365119977871
5949,0.0377997374058461
2024,0.0429725067550032
34674,0.0430973197616012
22011,0.0465574508810448
27781,0.0479468474947772
19094,0.2565257924176507
15728,0.0461273821918428
4580,0.0378343611668117
33410,0.0437872207742093
23361,0.0393012014228029
11353,0.0404152281751876
8746,0.0425436702649656
33728,0.0494754624439901
24033,0.0430831744618082
31215,0.0492610181527672
30719,0.0323842417701025
32331,0.0547434135850409
30112,0.047420529535615
5740,0.0364096061360508
21369,0.0417714308163746
30201,0.0385539697614175
33918,0.0521168004529813
3008,0.0514768346075932
14841,0.0378433008213552
22691,0.036814946768029
18873,0.0357722948410549
3838,0.0441430244722418
22429,0.0430494841755551
29770,0.037331107058901
12037,0.0344841423775063
14194,0.0345430896554899
32580,0.049762145254309
23820,0.040632496662964
28731,0.0521974192218875
27610,0.0300835428664125
8047,0.0613788422379521
24396,0.0471385266413036
4234,0.0451460607848923
7743,0.0514026280820906
25790,0.0505672040178414
25177,0.0322729978176046
30867,0.0535712084037136
700,0.0423751162435632
33555,0.0518777768726069
3165,0.0424708104395604
16180,0.0520639344042658
20375,0.0350158829253961
28484,0.0495420522526463
3624,0.0380658732674408
7988,0.0218646574184916
5492,0.0534469403563129
27252,0.0517817541088191
2379,0.0417244796828543
3668,0.0476405117714364
14830,0.0358380390143737
880,0.0449766290288556
886,0.0352063418046164
14367,0.0601236141506938
3230,0.0359212272210926
17062,0.0356524940180379
5186,0.0320648806953648
12691,0.0460927448677071
29016,0.0217777719258976
4091,0.0428783763803179
31962,0.0326967872743944
2446,0.0249996794912885
25474,0.1023941524452566
28959,0.0849853083908366
6422,0.0430686636575023
21385,0.0364681117369289
27339,0.052822945468997
30826,0.0362513208160611
29593,0.0385531288132495
34950,0.050119247103049
29779,0.039300093339463
25928,0.045301505096062
17109,0.0403011435605587
19070,0.0555130406006329
10140,0.0338749137444325
8523,0.0317296630325284
8484,0.0395314897842505
16903,0.043984248646368
12664,0.0496749120512773
25491,0.048103794536123
28441,0.0445920132088774
12639,0.047826047499342
20697,0.0380766034076741
6118,0.0443759515763674
1070,0.0384943302924375
7507,0.0174758188869679
19744,0.093663359722083
6391,0.049704130948931
19141,0.0401097442251526
27883,0.0460190766377425
1583,0.0481754039905925
16463,0.027308529381283
30203,0.040885845115323
4775,0.044383833374659
21193,0.0323257631728288
15762,0.0355401539267437
21800,0.0412157229401744
16121,0.0343355996559949
34523,0.0405220090718666
18181,0.0495442277885563
5210,0.0329252585376833
25556,0.0343852323724382
3673,0.034926562944851
8650,0.0481465447723819
32067,0.0524170689965529
5549,0.0456827454498104
20711,0.0321919047714797
21022,0.0320629890785065
10452,0.0365807094497061
26156,0.0319295385900869
9279,0.0487769617764413
32837,0.0539837994137685
34763,0.0459292548155057
21860,0.0420770652504503
9789,0.0252986288040764
4691,0.0453310529064091
13986,0.0511692065160273
23031,0.0518367124057071
5930,0.0333632782806993
17758,-0.0840029604567561
575,0.0339203192500635
22498,0.0385657025241035
26231,0.0319426238153354
8195,0.0536791314837153
15326,0.0547384263557557
9933,0.0399212819791959
9939,0.0376230366492146
3266,0.0384970103936746
25919,0.026637856624309
148,0.0320561003864418
14346,0.043017048725981
32973,0.0286170135237837
11746,0.0390036439020741
17038,0.0444711852878855
34253,0.0568317195832766
25088,0.04972023836601
24254,0.0517790704844909
112,0.0425238692375501
16989,0.0391742149064324
18625,0.0340040509173701
6925,0.0479816212668198
30304,0.0465389990927592
4269,0.0412033907523523
4098,0.0458744153832984
14112,0.0354677867020362
22320,0.0294369145788899
34073,0.0428762374432439
24145,0.000213713268032
31390,0.0329723999545678
9788,0.0350544765513974
1008,0.0301753698442245
11609,0.0538043207104724
10707,-0.0152880640076142
16444,0.0501259674527338
22059,0.0452692530399536
19403,0.026295739554805
16623,0.0741515526941121
19491,0.1237369729672538
27405,0.0318390317233936
3486,0.0506530977203801
15485,0.0500292625829106
21718,0.0320173326913818
12583,0.04253872729299
16146,0.0430195369533476
14857,0.0122484319895254
6836,0.0447518563577631
15363,0.0364113374076826
7210,0.0491024374630959
34520,0.0464644333599561
34898,0.0448962304108428
10847,0.0356201467550046
32571,0.0639927014434199
16555,0.041522132289721
34063,0.0418828878558611
3256,0.0420827329339097
28993,0.0099117206589422
5078,0.0370561249673354
26196,0.0466744061318288
16136,0.0390999791420426
20470,0.0220379599817697
15155,0.0410061617153524
33016,0.0289714248490901
8672,0.0459232261477867
23589,0.0430641159049067
26377,0.0354753282239877
4798,0.0481496404661542
16402,0.0173813044192541
9884,0.0544258529327312
31906,0.0357284824359747
13253,0.0445769646058901
7896,0.0190830300792855
29695,0.0421215341512897
33539,0.0449525474422015
6137,0.0518493074380779
10850,0.0355726532259979
26016,0.0340161275373065
17537,0.046515937731653
13070,0.0413988242404263
19791,0.0441039412368691
20419,0.057365062483382
14237,0.0527478548263094
26457,0.0406111136561454
17321,0.0476739436300095
2604,0.0321005764580492
13916,0.0374813869389491
12972,0.039635663801971
20550,0.0486968449931412
22071,0.0580312680949623
30670,0.0354415062106274
19042,0.0315834242497087
2485,0.0321953094040085
1899,0.0329069416281979
2721,0.0470464902334139
15862,0.0367493766095736
10391,0.0353234176398797
9272,0.0416353437807205
16838,0.0493643204768132
7523,0.0497885628031848
32254,0.0136706064987994
29117,0.0453395227716606
4615,0.0448963929393706
21565,0.042135610134723
24728,0.0411085075968581
28160,0.0345554823729783
32686,0.0480286017259951
22401,0.0340834665059862
11371,0.051055155592737
21140,0.0510556186152099
13255,0.0415655429969588
27042,0.043209395784981
31355,0.0385897554984467
13539,0.0422160014448257
25822,0.0389907066092103
30044,0.0403311607152079
18991,0.0361538187136589
6060,0.0348428086024676
28781,0.0406211554977832
16940,0.0354122506064115
33464,0.0501069292554676
20990,0.0465640111987783
31570,0.0351545458689013
3485,0.0445968492759234
9739,0.0301677504583812
19736,0.0334368841233256
28221,0.0433121550998253
25259,0.0473315363881401
35055,0.1190015144551352
14689,0.030864964369205
33094,0.0226819818307751
25415,0.0149965998162707
10020,0.0300449491365034
8305,0.0438094849066623
28055,0.0323891980046047
17044,0.0408350119025819
23946,0.0313496280552603
7010,0.0359068754536969
3967,0.0383755994768202
18489,0.0476951331496786
16249,-0.0227544269486598
17694,0.0533799745593312
22456,0.0952453870300895
12377,0.1044661049617269
34211,0.0472703287782438
23305,0.0272338549702446
19708,-0.0100159489633173
7875,0.001578324345653
3176,0.0496627424693116
26222,0.0506398235365967
3860,0.043082758240807
20502,0.0414938958318283
22823,0.0278713595460791
13155,0.0457670267641758
20494,0.0328252546413349
21460,0.0464759025127711
11741,0.0592321090819717
11595,0.0427780272414309
21535,0.0505015468266616
5439,0.0372709922437779
185,0.0531010145566828
22654,0.0300563818574224
23110,0.039273179617042
33279,0.0306872032447547
9333,0.0404841488986235
29173,0.0551109153960477
29180,0.0353928732465703
9751,0.0427123496409853
11452,0.0479141908781707
2549,0.0426130676934308
9184,0.0529219081762214
15399,0.0668675451195903
35007,0.0532316847300058
8328,0.0524529551349263
34872,0.0386109605307313
6823,0.0432730628854302
5145,0.0428524208272996
25418,0.0155334709314117
17748,-0.0787443469007714
1408,0.031316009583351
8884,0.0389719039762032
730,0.0337188685469239
15157,0.0410816993816702
858,0.0524910648925634
18202,0.0349012027491408
24896,0.0535494175448342
11462,0.0440929393926976
1508,0.0519007263922518
20526,0.0499325236167341
1483,0.056687494340306
23300,0.0293586070090368
17900,4.077721369298836e-05
13449,0.0344138257168651
3421,0.0383586980559297
17413,0.0440277863158541
18222,0.0655132101940612
28830,0.0305164809899044
13048,0.0519829623665688
22840,0.0734629194556496
25989,0.0356991265107343
991,0.0485719064943754
32952,0.0386403141386606
14186,0.036810663351635
5496,0.0294698891707838
14587,0.0840450200780498
27233,0.0339091438269125
22830,0.0350746930271731
1833,0.0447575198340975
8456,0.0475910851928346
19437,0.0747440273037542
7332,0.0438201937139545
91,0.0516952483399184
12020,0.0467553350958
23607,0.0563382160676645
16769,0.0499991851501768
27969,0.0354842595282464
32619,0.0732209636334074
30925,0.0475542635498637
30317,0.0473469498027773
20281,0.0223424954711157
15429,0.0258574425525686
29141,0.0431286927145185
31671,0.0497023992145793
28983,-0.2706286255475316
23043,0.0481659408252143
23462,0.2257799671592774
13081,0.0357072677764365
694,0.035434028161542
21204,0.0363196385168053
4669,0.04319871408479
4643,0.0323497801660967
15855,0.0437413951353832
7660,0.0321956044324487
600,0.0368019551780184
27849,0.1292655422631888
27068,0.0370778465260708
10062,0.0488035983378236
31860,0.0465224398710637
10607,0.0379922464803101
21097,0.0317120101322551
26132,0.0379654582125726
22088,0.03262975823547
19914,0.0500559125111351
22364,0.036192267319804
11277,0.0361840035240072
3226,0.0417728648204893
21351,0.0556044200458989
19813,0.0391750599520383
19937,0.049650558113345
4955,0.0378404827923666
24664,0.0454341410301716
13845,0.046284490548754
4990,0.0430827119342977
30405,0.0352603431111522
27726,0.0359818919762722
19260,0.0100401606425702
23890,0.04248668673304
17163,0.0426163653829359
26257,0.0334023800139211
22068,0.0398147075854082
16932,0.0472891763728939
22023,0.0605753532623993
18828,0.0317451713733355
29937,0.0399326919491367
18717,0.0707466625271654
12632,0.0489967420206731
22186,0.0380946848678478
1194,0.056174536568112
15313,0.0330912893484358
14045,0.0395502570766709
11994,0.0505096013295688
22436,0.0674782431156369
5485,0.0229825364410957
16459,0.0343630132322567
4903,0.04812698164168
30089,0.0483111488560209
16750,0.0192956438128452
20965,0.0442444219066937
20034,0.046080421306709
27836,0.0245146107079819
1579,0.0508817611551662
31849,0.0339210442421451
23241,0.0413628489707126
18119,0.0122571053177511
21988,0.0568664491384738
6413,0.0470694843386677
31589,0.041463251744749
21275,0.1764785786084924
13361,0.0934579439252336
1524,0.0398129135295459
22841,0.054878319074427
10669,0.0337276677933365
17503,0.0455763053993322
3516,0.0425155828449158
9861,1.6849315068493151
16377,0.0429237668161434
29370,0.0425621326322254
29138,0.0478789711663998
30438,0.0406237508803319
21010,0.0383862994763907
4566,0.0485112178880859
1844,0.0502083293696847
6161,0.1010147464617393
26240,0.0457593153430065
17573,0.0320325721713963
15538,0.0399852091703144
34574,0.0469925890052189
32161,0.0560596474649026
16487,0.0321350828031605
1155,0.035503245650634
5088,0.0341184452844819
17596,0.0549722050648548
20720,0.0391088412120724
3042,0.0530861402493732
10483,0.0420084629375301
8174,0.0417923901336042
18377,0.0484783856943646
2084,0.0482072090065278
242,0.0362735968847879
34873,0.0361887675641257
32660,0.0206783157202433
3298,0.0318460432147382
12607,0.0415364674912335
13264,0.0512932272731775
29490,0.0451809151049754
1916,0.0495491608783812
18744,-0.2749670039595248
33272,0.0472962684397768
29533,0.0498781815936317
18672,0.0321821720061576
7869,0.0283645034432442
6898,0.0419105217432298
7449,0.0516699775901044
1470,0.04360228198859
33084,0.0571276055035795
33668,0.0265968626401971
31922,0.0570867490238165
1568,0.0520534974553201
8019,0.0358944272587355
29221,0.0484466665445732
21541,0.0458610668416612
13216,0.0497842681712578
28706,0.0496443664411241
4792,0.0427178899082568
31770,0.0379036333191316
16786,0.0482409245965073
29921,0.0433056837300352
11534,0.0420163203889114
34048,0.0832161160938109
5390,0.0379929579764961
24586,0.0443057481892433
34592,0.0406030173707633
10390,0.0344204875822311
20829,0.0339957924891455
25538,0.0332073266818346
6738,0.0467344646218168
1903,0.0527740627291945
24181,0.0536151460747511
14407,0.0472017902499362
8659,0.0381895812642712
24428,0.0422795797167656
17742,-0.0018621973929236
21310,0.0365179912492653
26623,0.0459681018485894
15848,0.0473841211564938
18576,0.0536034420939404
21662,0.0500183939457641
308,0.0532778038777505
33841,0.0386334431110393
34531,0.0241739684200351
18703,0.0430832987981765
19817,0.0524508393285371
29596,0.0470679302689365
35022,0.0535118266925964
22857,0.0330679103628711
4068,0.0413802562364862
19318,0.0351167114232596
1225,0.0323942774311464
31557,0.0353303511547802
16994,0.0354728953055312
19814,0.0462350119904076
27931,0.0323774640486511
14035,0.0440332510173559
19940,0.0171474264052597
28747,0.0431972902068873
21270,0.0462115243554565
17925,-0.057179393496529
19606,0.0311769800160133
1647,0.0400883900111465
22348,0.0490909883594192
34255,0.050607255079115
33468,0.0493158753559314
4672,0.0447540166246214
2257,0.0411123659777937
7001,0.043343544857768
32705,0.0332289688876594
14611,0.0441245593419506
16169,0.0361103637939796
11476,0.0513860855954195
16880,0.0368016401845207
29748,0.0408209059045806
21021,0.0333087408231637
13520,0.0428246809998252
9755,0.0120748966822893
9721,0.039859239941236
29926,0.0335654622068091
13002,0.0458494841113795
7088,0.0449852191422818
30327,0.0547495542227265
12258,0.0636761893009193
17410,0.0470031351816561
14634,0.0410042523683754
8755,0.0400471050049067
1821,0.0397311933656234
927,0.0407906408074221
17589,0.0239834887539733
15806,0.0555911992989484
19970,0.049628673513291
16778,0.0233822106817371
2032,0.037537973041049
1801,0.0292845525549141
30763,0.0377078162267494
31484,0.0413174166283303
701,0.0423751162435632
31281,0.0384926847702856
30054,0.0363285163876005
7212,0.0474524454647293
15889,0.0126854894930783
14180,0.0416479784711988
1754,0.0353134183908317
3175,0.0498219447819347
33688,0.0334817305793861
28407,0.0520634320549258
14133,0.0307485304011205
15284,0.0334447581273706
23493,0.0316510044386391
21322,0.0318161039639522
17119,0.048917988332471
1648,0.0429434655924281
9215,0.035733015975472
26560,0.0422737580713102
24803,0.0413729640195086
23742,0.0502370257266125
23120,0.0345750588653427
29859,0.0462498591231826
18743,-0.3185217773867135
21366,0.0462402765773552
30609,-0.0080084604051232
23376,0.0315934903187793
9088,0.0519188395152405
6249,0.0405820810850033
12159,0.0439315447662333
33778,0.0559577492846535
9155,0.0382461992839461
32678,0.0766714996786296
17018,0.0322681066583651
30514,0.0328425821064552
25156,0.0427767063680502
34745,0.0673937909812956
30338,0.0505023845061705
8285,0.0505241895095322
27575,0.0345989649337685
20031,0.0530107703841863
6441,0.0491873304713696
6930,0.0402888086642599
11004,0.0347983802935717
11833,0.0443205918618988
1421,0.0242847050512186
23719,0.0488874865134458
5323,0.0628120047123835
22884,0.0423202182906434
34006,0.0433327125131656
30058,0.0324033425953662
28213,0.0467328779929829
24067,0.0323535793141296
19770,0.0752082530459787
21226,0.0306912387427685
5940,0.033335636790823
5992,0.0531091620891627
19657,0.0377934823865382
7702,0.0358594779488042
1885,0.0369669336791249
21557,0.0473692964461939
8251,0.0538316510942366
23125,0.0425496468079434
31578,0.035519179054428
16286,0.050779426864557
22989,0.0242231785131325
103,0.0387743193076989
7583,0.0318021423674229
33742,0.022089448679278
5319,0.0389958215735631
10831,0.0425817376579392
25574,0.0544953293541393
12092,0.0365421002838221
11564,0.0455429440260245
13770,0.0459609152685392
18919,-0.000823723228995
22299,0.0427780989346766
6755,0.0435220592621065
26849,0.0433334168273927
21084,0.0287604435195825
5285,0.0419528664327174
21736,0.0500053495961054
23914,0.0449411020339803
19804,0.0499952038369304
25048,0.0345432735027545
21897,0.0319083325218294
24336,0.0283837693299526
30101,0.0420365225963981
8643,0.0345650088704406
32416,0.0480793159398361
4394,0.0316709749280205
9621,0.0100640307807161
26049,0.0423073831206862
8325,0.0315448715330256
14067,0.0441140115549777
21165,0.0322165611651484
2291,0.0299392322513709
19659,0.0489634355739512
220,0.0331920543328397
2109,0.0565883700945287
13667,0.0343949897853243
9844,-1.1125244618395305
11482,0.0369176586892943
33969,0.0478309434400667
5261,0.0447001194583664
33625,0.0341061059863532
30321,0.0203166369481817
1733,0.0457671843232253
32966,0.0468375513840403
31479,0.0540524238391621
31352,0.0403752670526674
1057,0.0170659618609145
16922,0.0316645178208518
6293,0.0393168150783459
22446,0.0113314447592068
16548,0.0548341190073823
12229,0.0388947979114291
11183,0.0572727857740406
33907,0.0261210795492159
26630,0.0571254081225189
20143,0.0354095938363031
3374,0.0375307190939202
14518,0.0423531038774698
16353,0.050080978124501
20249,0.0565838610163987
26224,0.0428512922208091
14091,0.0463968857504979
8220,0.0529157406512706
12452,0.0401610770525303
6007,0.0532086276504849
11714,0.0271432926485033
13738,0.0355555555555555
23205,0.0310338054603784
2018,0.0349122994489138
22531,0.0499347866592137
25227,0.0475051168702511
4374,0.0435249030807019
19320,0.0342284651931419
18857,0.0564011246485473
25279,0.0426944120548928
19183,0.0376783340717766
15097,0.0299765099476812
28148,0.0425656480982509
19071,0.0760098450846966
17127,0.0540916632472838
16191,0.0506437653237583
21775,0.0066102591221575
30008,0.0371648260033247
2614,0.0351834236794755
8785,0.030869297441829
9574,0.0432375428420775
27824,0.0090434416239071
28846,0.0304032472341411
15282,0.0397578675719209
2704,0.0398035413734387
16211,0.0591570496738585
16912,0.0522935564775097
19906,0.0303633365554102
19856,0.0298288252058818
24285,0.0360455599508934
11673,0.0371153231077303
26854,0.0358037330213341
13130,0.0350222504174868
15156,0.0396896481023859
20248,0.0569897710667316
14751,0.0512698412698412
16365,0.0616860986547085
9487,0.0490919008464817
11697,0.0169772493426317
18441,0.0414047063050116
14071,0.0445992839942499
8225,0.0458256836409314
6894,0.0478438609133705
22072,0.0545107122177185
18245,-0.0002917663535041
