Ratio Spot Daily,Ratio Spot Monthly,Daytype,Month,Year,Day of Week,Total (grid load)[MWh],Wind offshore[MWh],Wind onshore[MWh],Photovoltaics[MWh],Nuclear[MWh],Other renewable[MWh]
1.0785575213747567,1.0587034704820764,Saturday,2,2018,5,15493,373,651,1179,2352.0,60
1.0229408279014645,1.0041105672478936,Saturday,2,2018,5,15094,324,707,951,2351.25,60
1.0165918902903581,0.9978785006686489,Saturday,2,2018,5,14842,443,736,591,2350.25,60
1.0209091678659106,1.0021163059425353,Saturday,2,2018,5,14657,565,798,242,2349.75,60
1.0915093541014136,1.0714168863037354,Saturday,2,2018,5,15130,706,957,18,2344.5,61
1.1539829001947008,1.1327404214435026,Saturday,2,2018,5,16075,797,1267,0,2349.75,61
1.1021755692880724,1.0818867581568665,Saturday,2,2018,5,15921,862,1735,0,2346.0,61
0.9868788622703801,0.9687124290777841,Saturday,2,2018,5,15179,967,2113,0,2339.25,61
0.8621857275882503,0.8463146414614198,Saturday,2,2018,5,14388,1001,2454,0,2334.75,61
0.8273935494793871,0.8121629166071591,Saturday,2,2018,5,14202,1024,2784,0,2332.25,61
0.7377465504105647,0.7241661365082251,Saturday,2,2018,5,13529,1064,2948,0,2334.25,61
1.4878588798954666,0.42577478869399255,Sunday,2,2018,6,12830,1055,3305,0,2312.75,61
1.5714856085078581,0.44970592435829193,Sunday,2,2018,6,12253,1064,3619,0,2319.0,61
1.0749519073717833,0.30761480635151456,Sunday,2,2018,6,11882,1079,3997,0,2329.5,60
0.3989691844216181,0.11417145973176149,Sunday,2,2018,6,11795,1095,4467,0,2306.25,54
0.0452978113317121,0.012962698484828816,Sunday,2,2018,6,11879,1098,5059,0,2254.5,53
0.08711117563790789,0.02492826631697849,Sunday,2,2018,6,11846,1009,5550,0,2169.75,53
-0.4285869841385068,-0.12264707027953417,Sunday,2,2018,6,11604,1023,6145,0,2060.25,53
-0.42945809589488587,-0.12289635294270394,Sunday,2,2018,6,12081,963,6551,0,1979.5,52
0.00871111756379079,0.002492826631697849,Sunday,2,2018,6,12849,969,6679,75,2218.0,52
