,Yearly Clock (cos),Yearly Clock (sin),Weekly Clock (cos),Weekly Clock (sin),Month,Time,Year,Daytype,Photovoltaics[MWh],Wind onshore[MWh],Wind offshore[MWh],PV + W / Residual Load,COVID,Oil Price
27687,0.5523649729605058,0.8336023852211195,0.5523649729604942,0.8336023852211272,3,20:00:00,2021,Monday,0,3187,1405,0.3937912700454506,0.0,64.06
27688,0.5517677407704474,0.8339978178898769,0.5209403404879862,0.8535930890373123,3,21:00:00,2021,Monday,0,3412,1437,0.4516159076092018,0.0,64.06
27689,0.5511702254941344,0.8343928226733168,0.4887930930377045,0.8723997433508528,3,22:00:00,2021,Monday,0,3334,1497,0.4839711480665197,0.0,64.06
27690,0.55057242743813,0.8347873993687764,0.4559678232061347,0.8899962607790322,3,23:00:00,2021,Monday,0,3239,1463,0.5167600835256622,0.0,64.06
27692,0.5493759842139887,0.8355752676862278,0.3884662261715491,0.921462962426616,3,01:00:00,2021,Tuesday,0,2966,1321,0.5399244332493702,0.0,63.28
27693,0.5487773396596911,0.8359685589040009,0.3538835328479889,0.9352894980587704,3,02:00:00,2021,Tuesday,0,2841,1299,0.5338491295938105,0.0,63.28
27695,0.5475792062023304,0.8367538544487416,0.2832941444995878,0.9590330691338264,3,04:00:00,2021,Tuesday,0,2693,1200,0.4636731777036684,0.0,63.28
27696,0.5469797179139735,0.8371458583728106,0.2473853665401769,0.9689171690200264,3,05:00:00,2021,Tuesday,0,2434,1129,0.3750526315789473,0.0,63.28
27697,0.5463799489958728,0.8375374327964495,0.2111334314910761,0.9774572492476604,3,06:00:00,2021,Tuesday,0,2145,1083,0.2875211543600249,0.0,63.28
27698,0.5457798997557479,0.8379285775187559,0.1745886257077221,0.984641463566048,3,07:00:00,2021,Tuesday,53,2062,1037,0.2482671707624448,0.0,63.28
27699,0.5451795705014499,0.8383192923390554,0.1378016417976918,0.9904598464944758,3,08:00:00,2021,Tuesday,1190,1807,1002,0.3158268835886905,0.0,63.28
27700,0.5445789615409856,0.8387095770568866,0.1008235083018346,0.9949043271459372,3,09:00:00,2021,Tuesday,3322,1260,869,0.4753640882532484,0.0,63.28
27703,0.542775459504732,0.839877848594322,-0.0107439542107909,0.9999422820582778,3,12:00:00,2021,Tuesday,7885,725,729,1.2230225248821371,0.0,63.28
27704,0.5421737348024677,0.8402664109021278,-0.0479721664161846,0.998848672847563,3,13:00:00,2021,Tuesday,8224,896,678,1.3969204448246364,0.0,63.28
27705,0.5415717319361848,0.8406545421084937,-0.0851338347135858,0.9963695249188224,3,14:00:00,2021,Tuesday,8028,934,707,1.4705703422053231,0.0,63.28
27706,0.5409694512147493,0.8410422420142838,-0.1221774108240357,0.9925082771868126,3,15:00:00,2021,Tuesday,7241,837,665,1.2027789241986515,0.0,63.28
27707,0.540366892947157,0.8414295104205911,-0.159051510278469,0.9872702857263244,3,16:00:00,2021,Tuesday,5957,750,725,0.89943119932228,0.0,63.28
27709,0.5391609450102346,0.8422027519402147,-0.2320869877277934,0.9726950344930516,3,18:00:00,2021,Tuesday,2020,406,689,0.2495993589743589,0.0,63.28
27710,0.5385575559596201,0.8425887246568166,-0.2681470556002382,0.9633779925724496,3,19:00:00,2021,Tuesday,400,361,618,0.095432525951557,0.0,63.28
27711,0.5379538906002796,0.8429742650805079,-0.3038351671013329,0.952724614583094,3,20:00:00,2021,Tuesday,0,406,497,0.0602,0.0,63.28
27712,0.5373499492419318,0.843359373013482,-0.3391018179756604,0.9407496782064834,3,21:00:00,2021,Tuesday,0,417,487,0.0625259371973993,0.0,63.28
27713,0.5367457321944246,0.8437440482581617,-0.3738980885900474,0.9274697943052964,3,22:00:00,2021,Tuesday,0,493,466,0.071058091286307,0.0,63.28
27714,0.5361412397677596,0.8441282906171843,-0.4081757117932491,0.91290338388138,3,23:00:00,2021,Tuesday,0,509,360,0.0691878980891719,0.0,63.28
27716,0.5349314300176329,0.8448954758899413,-0.4749856104874582,0.8799935623797805,3,01:00:00,2021,Wednesday,0,626,274,0.0812054497879635,0.0,63.52
27717,0.5343261133148679,0.8452784184100686,-0.5074252115783203,0.8616958016926256,3,02:00:00,2021,Wednesday,0,650,178,0.0779147454596781,0.0,63.52
27718,0.5337205224743385,0.8456609272573252,-0.5391609450102809,0.842202751940185,3,03:00:00,2021,Wednesday,0,619,141,0.0709219858156028,0.0,63.52
27721,0.5319021082338464,0.8468058498005251,-0.6297099683884511,0.7768303262052891,3,06:00:00,2021,Wednesday,0,644,155,0.0604890604890604,0.0,63.52
27722,0.5312954239506554,0.847186621996059,-0.6582006843207221,0.7528425194951021,3,07:00:00,2021,Wednesday,59,717,176,0.066253740691767,0.0,63.52
27724,0.530081237947085,0.8479468622363584,-0.7124048210388505,0.7017687446449888,3,09:00:00,2021,Wednesday,3275,654,147,0.3289749798224374,0.0,63.52
27725,0.5294737368496477,0.8483263298910804,-0.7380430533278843,0.6747536227649715,3,10:00:00,2021,Wednesday,5339,364,110,0.5341848924829995,0.0,63.52
27726,0.5288659641039737,0.8487053623091906,-0.7626575197014647,0.6468025260021871,3,11:00:00,2021,Wednesday,6863,117,109,0.7287212171052632,0.0,63.52
27727,0.5282579200218768,0.8490839592962292,-0.7862140765530861,0.6179542263224502,3,12:00:00,2021,Wednesday,7744,93,101,0.9023530749119018,0.0,63.52
27728,0.5276496049153221,0.8494621206579518,-0.8086800477399497,0.5882487402343609,3,13:00:00,2021,Wednesday,8062,129,81,0.9984308992154496,0.0,63.52
27729,0.5270410190964016,0.8498398462003454,-0.8300242699100715,0.5577272732799183,3,14:00:00,2021,Wednesday,7870,177,63,1.0332526436488725,0.0,63.52
27730,0.5264321628773582,0.8502171357296127,-0.8502171357296209,0.526432162877345,3,15:00:00,2021,Wednesday,7167,232,37,0.9034139229741224,0.0,63.52
27731,0.5258230365705616,0.8505939890521881,-0.8692306349519732,0.4944068195939348,3,16:00:00,2021,Wednesday,5885,266,22,0.682853982300885,0.0,63.52
27732,0.5252136404885321,0.8509704059747218,-0.8870383932724641,0.4616956669285573,3,17:00:00,2021,Wednesday,4071,276,7,0.4060809550457004,0.0,63.52
27733,0.5246039749439164,0.8513463863040958,-0.9036157089127286,0.4283440796907866,3,18:00:00,2021,Wednesday,2008,254,6,0.1764156813939016,0.0,63.52
27734,0.5239940402495115,0.8517219298474082,-0.9189395868851502,0.3943983210605103,3,19:00:00,2021,Wednesday,393,265,6,0.0451178908744988,0.0,63.52
27735,0.5233838367182401,0.8520970364119891,-0.9329887708907204,0.3599054784131839,3,20:00:00,2021,Wednesday,0,364,6,0.0242384539796921,0.0,63.52
27736,0.5227733646631753,0.852471705805385,-0.945743772803663,0.3249133980049046,3,21:00:00,2021,Wednesday,0,413,5,0.0284160435078178,0.0,63.52
27737,0.5221626243975158,0.8528459378353741,-0.95718689970473,0.289470618601693,3,22:00:00,2021,Wednesday,0,453,20,0.0344300480419275,0.0,63.52
27740,0.520328797471103,0.853966007826,-0.9834955269292474,0.1809324418399366,4,01:00:00,2021,Thursday,0,414,199,0.0560687825848349,0.0,63.85
27741,0.5197169874978733,0.8543384884845908,-0.9895509344823864,0.1441837302369297,4,02:00:00,2021,Thursday,0,527,457,0.0960374780402108,0.0,63.85
27743,0.5184925679379226,0.8550821346473909,-0.9975373294784784,0.0701375526871724,4,04:00:00,2021,Thursday,0,974,1152,0.2282585355378999,0.0,63.85
27745,0.5172670843208489,0.8558240259996256,-0.9999907650547007,-0.0042976511391821,4,06:00:00,2021,Thursday,0,1265,1243,0.2251952949627368,0.0,63.85
27746,0.5166539442767271,0.856194313145854,-0.9991371684470796,-0.0415321396938824,4,07:00:00,2021,Thursday,61,1370,1293,0.2234985231375123,0.0,63.85
27748,0.5154268692901869,0.856933569428644,-0.9932752650698344,-0.1157767152775133,4,09:00:00,2021,Thursday,2353,1857,1143,0.496936502042332,0.0,63.85
27749,0.5148129349773235,0.8573025381859277,-0.9882750895560544,-0.1526838150000605,4,10:00:00,2021,Thursday,3907,1749,1196,0.7059550793323718,0.0,63.85
27752,0.5129695485405259,0.8584068046504112,-0.9650865720360824,-0.2619311139892385,4,13:00:00,2021,Thursday,6422,2676,1116,1.603453689167975,0.0,63.85
27753,0.5123545596130343,0.8587740129066166,-0.9546634771031216,-0.2976871604308415,4,14:00:00,2021,Thursday,6209,3298,1153,1.931159420289855,0.0,63.85
27754,0.5117393078203502,0.859140780565996,-0.9429161343174972,-0.3330302743651808,4,15:00:00,2021,Thursday,5415,3691,771,1.659721055284826,0.0,63.85
27755,0.5111237934781365,0.8595071074403744,-0.9298608388383888,-0.367911430095299,4,16:00:00,2021,Thursday,4312,4071,658,1.3885731838427278,0.0,63.85
27757,0.5098919784084094,0.8602384380825808,-0.8999006168569244,-0.4360950352624149,4,18:00:00,2021,Thursday,1483,4165,709,0.7058627581612259,0.0,63.85
27759,0.5086591169317997,0.8609680033323897,-0.8649489890924797,-0.5018597874585066,4,20:00:00,2021,Thursday,1,3914,627,0.4209843358976735,0.0,63.85
27760,0.508042294581483,0.8613321234671221,-0.8456609272573765,-0.5337205224742573,4,21:00:00,2021,Thursday,0,3710,650,0.4217042267143824,0.0,63.85
27761,0.5074252115784016,0.8616958016925779,-0.8251998189047997,-0.5648409146649045,4,22:00:00,2021,Thursday,0,3247,573,0.3843058350100604,0.0,63.85
27762,0.5068078682391457,0.8620590378221742,-0.8035940463701884,-0.5951777958210366,4,23:00:00,2021,Thursday,0,2747,613,0.360592401802962,0.0,63.85
27763,0.5061902648804516,0.862421831669548,-0.7808735797932367,-0.6246890845699928,4,00:00:00,2021,Holiday,0,2409,686,0.3583005325306784,0.0,63.85
27765,0.5049542793723232,0.8631460917733322,-0.7322161325137984,-0.6810723421829253,4,02:00:00,2021,Holiday,0,2011,840,0.3624920534011443,0.0,63.85
27766,0.5043358978570154,0.8635075576581587,-0.70634664629682,-0.7078660998135418,4,03:00:00,2021,Holiday,0,1945,822,0.3539721120634514,0.0,63.85
27767,0.5037172575905218,0.8638685805175946,-0.6794973613840389,-0.7336779510603605,4,04:00:00,2021,Holiday,0,1892,805,0.3386489201406328,0.0,63.85
27768,0.5030983588902318,0.8642291601664199,-0.6517055213791529,-0.7584720913810385,4,05:00:00,2021,Holiday,0,1788,852,0.3332912511046585,0.0,63.85
27770,0.501859787458519,0.8649489890924725,-0.5934496342897263,-0.804871127300135,4,07:00:00,2021,Holiday,69,1763,1031,0.3682788783123231,0.0,63.85
27771,0.5012401153625494,0.8653082380003891,-0.5630663960298729,-0.8264116611362223,4,08:00:00,2021,Holiday,830,1932,1024,0.4956146092420473,0.0,63.85
27772,0.5006201861036894,0.865667042959074,-0.5319021082339611,-0.8468058498004531,4,09:00:00,2021,Holiday,2037,1956,1115,0.7019376116531538,0.0,63.85
27773,0.5000000000000017,0.8660254037844377,-0.4999999999999898,-0.8660254037844446,4,10:00:00,2021,Holiday,3082,2366,1418,1.0714731585518102,0.0,63.85
27774,0.4993795573696687,0.8663833202926253,-0.4674043238836617,-0.8840436629572417,4,11:00:00,2021,Holiday,4057,2916,1409,1.564097779436462,0.0,63.85
27775,0.4987588585310168,0.8667407923000031,-0.4341602945129128,-0.900835633547242,4,12:00:00,2021,Holiday,4927,3383,1339,2.2024651905957544,0.0,63.85
27776,0.4981379038024913,0.8670978196231726,-0.4003140258696509,-0.9163780228115648,4,13:00:00,2021,Holiday,5510,3855,1304,3.41189638631276,0.0,63.85
27779,0.4962735074641822,0.8681662316568172,-0.2956350631227463,-0.9553009522932602,4,16:00:00,2021,Holiday,4807,4911,1394,7.169032258064516,0.0,63.85
27780,0.4956515323633138,0.8685214784136883,-0.2598567017681251,-0.9656471894777054,4,17:00:00,2021,Holiday,3325,5244,1381,3.588171655247025,0.0,63.85
27781,0.495029302966802,0.8688762795727607,-0.2237178838884591,-0.97465394290921,4,18:00:00,2021,Holiday,1624,5281,1351,1.713574097135741,0.0,63.85
27782,0.4944068195938773,0.8692306349520058,-0.1872687389309789,-0.982308718997852,4,19:00:00,2021,Holiday,342,5271,1365,1.0870852157656956,0.0,63.85
27783,0.4937840825639131,0.8695845443696172,-0.1505598268080425,-0.9886008995300036,4,20:00:00,2021,Holiday,1,4905,1397,0.8937889960294951,0.0,63.85
27784,0.4931610921964005,0.8699380076440237,-0.1136420677643278,-0.9935217563970344,4,21:00:00,2021,Holiday,0,4758,1341,0.8986297333136879,0.0,63.85
27785,0.4925378488109728,0.8702910245938764,-0.0765666717442222,-0.9970644637023288,4,22:00:00,2021,Holiday,0,4443,1329,0.8532150776053216,0.0,63.85
27786,0.4919143527273811,0.8706435950380624,-0.0393850673553256,-0.999224107229913,4,23:00:00,2021,Holiday,0,4195,1305,0.8646439239113347,0.0,63.85
27787,0.4912906042655182,0.8709957187956907,-0.0021488305306622,-0.99999769126101,4,00:00:00,2021,Saturday,0,3980,1291,0.8890200708382526,0.0,63.85
27789,0.4900423514871606,0.8716986255288774,0.0722809294267369,-0.9973843127106056,4,02:00:00,2021,Saturday,0,3339,1074,0.7366049073610416,0.0,63.85
27790,0.489417847811086,0.8720494081438073,0.1093712083779014,-0.9940009752399428,4,03:00:00,2021,Saturday,0,3135,1019,0.6752275682704811,0.0,63.85
27791,0.4887930930375803,0.8723997433509225,0.1463097746140261,-0.9892388234659985,4,04:00:00,2021,Saturday,0,3087,996,0.6447181430601611,0.0,63.85
27792,0.4881680874871696,0.8727496309704857,0.1830453893290001,-0.9831044631398002,4,05:00:00,2021,Saturday,0,2993,883,0.5713443396226415,0.0,63.85
27793,0.4875428314805216,0.8730990708229827,0.2195270952380212,-0.9756064034519027,4,06:00:00,2021,Saturday,0,2787,870,0.5031645569620253,0.0,63.85
27794,0.4869173253384194,0.8734480627291354,0.255704287261606,-0.9667550452291594,4,07:00:00,2021,Saturday,85,2546,857,0.4472368252340044,0.0,63.85
27796,0.4856655639316654,0.8741447019864259,0.3269448909578919,-0.9450434054986744,4,09:00:00,2021,Saturday,2497,1808,671,0.6347748437300677,0.0,63.85
27797,0.4850393093092339,0.8744923489801505,0.3619094822410612,-0.9322132409829884,4,10:00:00,2021,Saturday,3989,1779,626,0.901706388379636,0.0,63.85
27798,0.4844128058357885,0.874839547312705,0.3963720559378943,-0.918089970139946,4,11:00:00,2021,Saturday,5294,2011,572,1.3321495010992728,0.0,63.85
27799,0.4837860538327653,0.8751862968059547,0.4302848077794383,-0.9026931838638264,4,12:00:00,2021,Saturday,5908,2685,635,1.9777111015859408,0.0,63.85
27800,0.4831590536217151,0.8755325972820022,0.4636006961749329,-0.8860442395874585,4,13:00:00,2021,Saturday,5512,2937,661,2.0026379424049243,0.0,63.85
27801,0.4825318055243286,0.8758784485631733,0.496273507464236,-0.8681662316567864,4,14:00:00,2021,Saturday,5227,3118,675,2.191448007774538,0.0,63.85
27802,0.4819043098624114,0.8762238504720314,0.528257920021863,-0.8490839592962377,4,15:00:00,2021,Saturday,4907,3196,785,2.1609530756139077,0.0,63.85
27803,0.4812765669579085,0.8765688028313635,0.5595095671254311,-0.8288238922081775,4,16:00:00,2021,Saturday,4154,2958,898,1.6625155666251556,0.0,63.85
27805,0.4800203407095215,0.8772573581937714,0.6196422404387953,-0.7848843824818978,4,18:00:00,2021,Saturday,1606,2888,1004,0.7120839269524672,0.0,63.85
27807,0.4787631293572115,0.8779441132373347,0.6763379943809343,-0.7365914181938147,4,20:00:00,2021,Saturday,2,2029,1063,0.3046474990153603,0.0,63.85
27808,0.4781341550732753,0.8782868151989788,0.7032979616737906,-0.710895194178081,4,21:00:00,2021,Saturday,0,1952,994,0.2989345509893455,0.0,63.85
27810,0.4768754709033334,0.8789708671228665,0.7542551431040185,-0.6565814337164405,4,23:00:00,2021,Saturday,0,1392,815,0.2341396138340759,0.0,63.85
27811,0.4762457616630997,0.8793122167341553,0.7781816727123841,-0.628039237830373,4,00:00:00,2021,Sunday,0,1044,662,0.1849723517293722,0.0,63.85
27812,0.4756158080834107,0.8796531152114249,0.8010287586907862,-0.5986258662556256,4,01:00:00,2021,Sunday,0,842,615,0.1656434743065029,0.0,63.85
27813,0.4749856104874724,0.8799935623797728,0.8227647090292649,-0.5683821193316949,4,02:00:00,2021,Sunday,0,771,595,0.1615039016315914,0.0,63.85
27814,0.4743551691986035,0.8803335580645352,0.843359373013452,-0.5373499492419787,4,03:00:00,2021,Sunday,0,804,597,0.1656419957436746,0.0,63.85
27816,0.473093556836011,0.881012194285784,0.8810121942857896,-0.4730935568360006,4,05:00:00,2021,Sunday,0,1072,534,0.1927277091083643,0.0,63.85
27818,0.4718309735847306,0.8816890224824654,0.9137783766571342,-0.4062130947592071,4,07:00:00,2021,Sunday,127,1349,499,0.2423610258927475,0.0,63.85
27820,0.4705674220358516,0.8823640412655837,0.9414761786005028,-0.3370795234477977,4,09:00:00,2021,Sunday,3025,1213,618,0.6954031218673923,0.0,63.85
27821,0.4699352839600733,0.8827008716940101,0.9533753052739966,-0.3017872218860729,4,10:00:00,2021,Sunday,4605,1362,710,1.1357373703010716,0.0,63.85
27822,0.469302904782451,0.8830372492498568,0.9639519709639064,-0.2660763004756341,4,11:00:00,2021,Sunday,5530,1704,744,1.5720197044334976,0.0,63.85
27823,0.4686702848274351,0.8833731737605409,0.9731915043990552,-0.2299962951125604,4,12:00:00,2021,Sunday,5829,1985,784,1.9055851063829787,0.0,63.85
27824,0.4680374244195873,0.8837086450537186,0.9810810890922056,-0.1935972536624729,4,13:00:00,2021,Sunday,6052,2232,917,2.7053807703616584,0.0,63.85
27825,0.4674043238836016,0.8840436629572734,0.987609781118162,-0.1569296665380266,4,14:00:00,2021,Sunday,5967,2412,1129,3.645705521472393,0.0,63.85
27826,0.4667709835442955,0.8843782272993219,0.992768524294768,-0.1200443966605203,4,15:00:00,2021,Sunday,5641,2648,1473,4.622159090909091,0.0,63.85
27827,0.4661374037266002,0.8847123379082178,0.9965501627448796,-0.08299260890678,4,16:00:00,2021,Sunday,4805,2763,1660,3.9268085106382977,0.0,63.85
27830,0.4642352306544188,0.8857119456229765,0.9995895854313844,0.0286471760757146,4,19:00:00,2021,Sunday,425,3778,1326,0.8145256334708308,0.0,63.85
27831,0.4636006961750071,0.8860442395874197,0.9978295440090248,0.0658498375301083,4,20:00:00,2021,Sunday,2,3918,1161,0.6703166226912929,0.0,63.85
27832,0.4629659238437387,0.886376078963954,0.994685377538698,0.102961156319738,4,21:00:00,2021,Sunday,0,4265,1166,0.7632096683530073,0.0,63.85
27834,0.4616956669284293,0.8870383932725308,0.9842640289166764,0.1767040502668562,4,23:00:00,2021,Sunday,0,5221,1045,1.1597260781047567,0.0,63.85
27835,0.4610601829960977,0.8873688678647706,0.9770013025904076,0.2132333340185036,4,00:00:00,2021,Holiday,0,5674,1045,1.49944208881946,0.0,63.85
27836,0.4604244625153282,0.8876988871894969,0.9683833428147108,0.2494668341864429,4,01:00:00,2021,Holiday,0,6122,1100,2.0884904569115097,0.0,63.85
27837,0.4597885058122728,0.8880284510773951,0.9584221038699184,0.2853542899862541,4,02:00:00,2021,Holiday,0,6305,1015,2.278953922789539,0.0,63.85
27839,0.4585158850445568,0.8886862118665996,0.9345269029797444,0.3558924944517482,4,04:00:00,2021,Holiday,0,7076,1032,3.173385518590998,0.0,63.85
27840,0.4578792216328184,0.8890144084304394,0.9206260869222044,0.3904453970509958,4,05:00:00,2021,Holiday,0,7436,1052,3.5814345991561183,0.0,63.85
27841,0.4572423233046385,0.889342148882519,0.9054482374931154,0.4244566988758817,4,06:00:00,2021,Holiday,0,7623,1000,3.672487223168654,0.0,63.85
27842,0.4566051903867859,0.8896694330546864,0.8890144084304429,0.4578792216328118,4,07:00:00,2021,Holiday,93,7245,937,2.9035087719298245,0.0,63.85
27843,0.4559678232061376,0.8899962607790307,0.8713473956861486,0.4906666037453195,4,08:00:00,2021,Holiday,711,7311,940,3.2612809315866085,0.0,63.85
27844,0.4553302220897032,0.8903226318878689,0.8524717058053535,0.5227733646632265,4,09:00:00,2021,Holiday,1544,7707,976,4.333474576271186,0.0,63.85
27846,0.4540543193580767,0.890974003589484,0.8112006674926473,0.5847678830608632,4,11:00:00,2021,Holiday,2956,7879,897,5.2775528565002245,0.0,63.85
27847,0.4534160183974907,0.8912990038480725,0.7888625675937911,0.6145696457272611,4,12:00:00,2021,Holiday,3336,7853,888,5.301580333625988,0.0,63.85
27848,0.4527774848103304,0.8916235468227782,0.765430208213811,0.6435189168577423,4,13:00:00,2021,Holiday,3718,7432,875,6.420181526962093,0.0,63.85
27849,0.4521387189241913,0.8919476323470965,0.7409360932163307,0.6715755398831326,4,14:00:00,2021,Holiday,3606,7148,952,6.040247678018575,0.0,63.85
27850,0.4514997210668006,0.8922712602547508,0.7154141992641386,0.6987005964583481,4,15:00:00,2021,Holiday,3176,7668,918,6.830429732868757,0.0,63.85
27851,0.4508604915659919,0.8925944303797062,0.6888999286894406,0.7248564604469521,4,16:00:00,2021,Holiday,2585,7730,890,5.49534085335949,0.0,63.85
27852,0.4502210307497305,0.8929171425561557,0.6614300603850835,0.7500068501147072,4,17:00:00,2021,Holiday,1880,7912,1009,3.919085631349782,0.0,63.85
27853,0.4495813389460873,0.8932393966185344,0.6330426987876788,0.7741168784567433,4,18:00:00,2021,Holiday,1048,8246,1452,3.3331265508684864,0.0,63.85
27855,0.448301263689571,0.893882529739973,0.573674222279133,0.8190835651460917,4,20:00:00,2021,Holiday,2,7589,1061,1.6057906458797326,0.0,63.85
27856,0.4476608808934446,0.8942034084690715,0.5427754595047147,0.8398778485943332,4,21:00:00,2021,Holiday,0,6844,947,1.3043696634856856,0.0,63.85
27858,0.4463794266082012,0.8948437894408909,0.4787631293573305,0.8779441132372698,4,23:00:00,2021,Holiday,0,6347,1421,1.3976250449802088,0.0,63.85
27860,0.4450970562573517,0.8954823340027651,0.4120952825807543,0.9111407564557126,4,01:00:00,2021,Tuesday,0,6081,1531,1.6904286031534532,0.0,61.47
27861,0.4444555283796551,0.8958009172203172,0.3778805772796724,0.9258543456261258,4,02:00:00,2021,Tuesday,0,6063,1563,1.7817757009345794,0.0,61.47
27862,0.4438137724725931,0.896119040844265,0.3431417003151168,0.9392836491203552,4,03:00:00,2021,Tuesday,0,5974,1631,1.7818650421743203,0.0,61.47
27863,0.4431717888654143,0.8964367047113971,0.3079268392255574,0.9514100386713176,4,04:00:00,2021,Tuesday,0,5868,1618,1.6355691500983176,0.0,61.47
27864,0.4425295778874969,0.8967539086587322,0.2722848418040557,0.9622166933304268,4,05:00:00,2021,Tuesday,0,5614,1612,1.293128131710809,0.0,61.47
27865,0.4418871398683229,0.8970706525235307,0.2362651483404096,0.9716886228003724,4,06:00:00,2021,Tuesday,0,5544,1411,0.9393571042679631,0.0,61.47
27867,0.4406015840247541,0.8977027593557221,0.1632929847145695,0.986577620434909,4,08:00:00,2021,Tuesday,522,5303,1341,0.734748282579719,0.0,61.47
27868,0.4399584668599179,0.8980181219988105,0.1264417368506201,0.9919740355383292,4,09:00:00,2021,Tuesday,1339,5201,1321,0.8208207162994675,0.0,61.47
27869,0.4393151239729421,0.8983330239107535,0.0894150971312842,0.995994447979005,4,10:00:00,2021,Tuesday,2300,5457,1350,1.0312535386705923,0.0,61.47
27870,0.4386715556939023,0.8986474649299866,0.0522644265325505,0.9986332808990612,4,11:00:00,2021,Tuesday,3122,5904,1320,1.2702271332105586,0.0,61.47
27872,0.4373837442804726,0.8992749636452658,-0.0222027746420682,0.9997534880150174,4,13:00:00,2021,Tuesday,4509,6116,1276,1.85807962529274,0.0,61.47
27874,0.4360950352624919,0.8999006168568872,-0.0965468254871234,0.9953284435242264,4,15:00:00,2021,Tuesday,4509,6223,1279,2.087780288545107,0.0,61.47
27875,0.4354503449781919,0.9002127509974371,-0.1335437183192761,0.9910429230348512,4,16:00:00,2021,Tuesday,3772,6206,1306,1.912542372881356,0.0,61.47
27877,0.4341602945127811,0.9008356335473054,-0.2069307114244664,0.9783556003158382,4,18:00:00,2021,Tuesday,1339,5921,1397,1.0133442584572163,0.0,61.47
27878,0.433514934993535,0.901146381637052,-0.2432190139744507,0.9699713971253462,4,19:00:00,2021,Tuesday,349,5389,1477,0.7477458804021142,0.0,61.47
27880,0.4322235490374739,0.9017664906490208,-0.3147336168820083,0.9491800410903978,4,21:00:00,2021,Tuesday,0,4962,1489,0.6624563565413842,0.0,61.47
27881,0.4315775232632087,0.9020758512530942,-0.3498607167759434,0.936801728679566,4,22:00:00,2021,Tuesday,0,4783,1557,0.6949468376630494,0.0,61.47
27883,0.4302848077794434,0.902693183863824,-0.4186109507512738,0.908165663252644,4,00:00:00,2021,Wednesday,0,4837,1445,0.8254927726675427,0.0,61.86
27884,0.4296381187331752,0.9030011555537556,-0.4521387189242559,0.8919476323470636,4,01:00:00,2021,Wednesday,0,4841,1417,0.8964331757627847,0.0,61.86
27887,0.4276967303585859,0.903922290266467,-0.5487773396597427,0.835968558903967,4,04:00:00,2021,Wednesday,0,4941,793,0.7678093197643278,0.0,61.86
27888,0.4270491615951719,0.904228407859906,-0.5795263663235991,0.8149534899218271,4,05:00:00,2021,Wednesday,0,4954,671,0.6827284864668042,0.0,61.86
27890,0.4257533671037654,0.904839251137906,-0.6385712364213498,0.7695627174021027,4,07:00:00,2021,Wednesday,73,4961,771,0.5450192470190592,0.0,61.86
27891,0.4251051420405846,0.9051439765090714,-0.6667851766040057,0.7452499770286243,4,08:00:00,2021,Wednesday,399,5158,1018,0.5990342565597667,0.0,61.86
27892,0.4244566988758176,0.9054482374931454,-0.6940741952205565,0.7199034737580705,4,09:00:00,2021,Wednesday,998,5225,1366,0.7240721305218968,0.0,61.86
27893,0.4238080379421441,0.9057520339340288,-0.7204004386974425,0.6935583666314842,4,10:00:00,2021,Wednesday,1906,5732,1501,0.9777468706536856,0.0,61.86
27895,0.4225100640993919,0.9063582325630014,-0.7700199140912266,0.6380198522796451,4,12:00:00,2021,Wednesday,3267,6430,1545,1.3965217391304348,0.0,61.86
27896,0.4218607518562431,0.9066606344400784,-0.7932443170594625,0.6089034845136517,4,13:00:00,2021,Wednesday,3550,6825,1552,1.6660148065372258,0.0,61.86
27897,0.4212112231760468,0.9069625711519405,-0.8153683824648991,0.5789424849469713,4,14:00:00,2021,Wednesday,3472,7275,1175,1.7841963483986831,0.0,61.86
27899,0.4199115178376066,0.9075650484606144,-0.8561943131458637,0.5166539442767109,4,16:00:00,2021,Wednesday,2369,7805,1015,1.7020079099482812,0.0,61.86
27900,0.4192613418461809,0.9078655887483232,-0.8748395473126763,0.4844128058358404,4,17:00:00,2021,Wednesday,1608,7847,1009,1.495925661186562,0.0,61.86
27902,0.4179603448867862,0.9084652718195224,-0.9084652718195272,0.4179603448867755,4,19:00:00,2021,Wednesday,255,7726,994,1.0715138490926457,0.0,61.86
27903,0.417309524586298,0.908764414295343,-0.9233991187143724,0.3838412009640453,4,20:00:00,2021,Wednesday,4,7718,1032,1.0452537313432837,0.0,61.86
27904,0.4166584901837876,0.9090630905265964,-0.9370520856662674,0.3491896171831263,4,21:00:00,2021,Wednesday,0,7566,989,1.074613741992212,0.0,61.86
27905,0.4160072420132736,0.9093613003600436,-0.9494052341562872,0.3140536599956215,4,22:00:00,2021,Wednesday,0,7198,964,1.0522109062782004,0.0,61.86
27906,0.4153557804088745,0.9096590436426908,-0.960441428690437,0.2784820677441766,4,23:00:00,2021,Wednesday,0,7098,1040,1.185951617604197,0.0,61.86
27907,0.4147041057048313,0.9099563202217764,-0.970145360568623,0.2425241830564046,4,00:00:00,2021,Thursday,0,7011,1011,1.3026956804157197,0.0,62.09
27908,0.4140522182354814,0.9102531299447848,-0.9785035691197564,0.2062298844006321,4,01:00:00,2021,Thursday,0,6706,932,1.2755511022044088,0.0,62.09
